tiempo_s,ppg_suavizada
26.479977130889893,-66436.63701923142
26.50209927558899,-66484.75103022045
26.529701709747314,-66531.76133241823
26.54073190689087,-66577.65693681384
26.562708616256714,-66626.89800824242
26.597126007080078,-66683.66208791276
26.598649501800537,-66747.16655219847
26.62241005897522,-66810.55597527539
26.648671627044678,-66866.61057692375
26.667566299438477,-66909.33894230836
26.70242667198181,-66934.75961538526
26.703161239624023,-66943.01510989077
26.72229552268982,-66935.20364011054
26.74562692642212,-66914.57039835231
26.76906394958496,-66883.19848901167
26.778817653656006,-66841.69951923144
26.806073427200317,-66790.32520604461
26.828754425048828,-66732.28537087982
26.861156225204468,-66670.98351648418
26.861887216567993,-66610.20432692375
26.882230281829834,-66552.74622252813
26.898566484451294,-66498.10508241825
26.929487228393555,-66448.99347527536
26.94559121131897,-66406.45913461605
26.964792013168335,-66372.07623626439
26.99411678314209,-66348.16208791274
26.99844479560852,-66336.11675824242
27.034931898117065,-66338.04361263802
27.04622507095337,-66358.48969780286
27.07750153541565,-66398.5092719787
27.078264474868774,-66452.35542582483
27.116936445236206,-66512.05734890177
27.117704391479492,-66569.77644230834
27.15513014793396,-66622.43269230836
27.158015966415405,-66670.54532967102
27.189815282821655,-66714.57451923144
27.21014165878296,-66754.94402472595
27.218942165374756,-66792.24896978088
27.24849796295166,-66827.31971153912
27.268121004104614,-66858.53399725341
27.27869725227356,-66886.400068682
27.30357527732849,-66911.82005494573
27.3433678150177,-66936.23695055014
27.344364166259766,-66961.1287774732
27.37977933883667,-66987.06284340726
27.380494832992554,-67015.01476648418
27.417520999908447,-67046.92925824244
27.41838049888611,-67083.37465659407
27.43864345550537,-67120.94059066002
27.47488808631897,-67154.60611263804
27.479094982147217,-67178.54189560506
27.512752532958984,-67189.9467719787
27.518470287322998,-67186.4931318688
27.546914100646973,-67168.82348901167
27.558531761169434,-67137.78125000068
27.603334665298462,-67095.29979395671
27.604455709457397,-67044.7596153853
27.61995768547058,-66986.83413461605
27.647768020629883,-66922.9041895611
27.657474756240845,-66855.94402472595
27.688183307647705,-66787.6696428578
27.73287296295166,-66720.26545329735
27.733428239822388,-66656.30185439628
27.740583181381226,-66597.42891483582
27.766054153442383,-66543.1445741765
27.787137746810913,-66495.99519230837
27.797409296035767,-66457.82314560507
27.820852994918823,-66430.39114011056
27.841230869293213,-66415.43715659407
27.875028610229492,-66414.69436813254
27.87709879875183,-66429.82211538526
27.905022859573364,-66460.22596153912
27.928280353546143,-66499.11813186879
27.938749313354492,-66539.7798763743
27.961007595062256,-66575.96085164901
27.979569911956787,-66607.54807692375
28.008954286575317,-66635.48969780286
28.028671503067017,-66661.4309752754
28.037750720977783,-66686.39320055011
28.05780577659607,-66710.52129120947
28.076940536499023,-66733.95501373694
28.10924530029297,-66756.38427197869
28.129313468933105,-66777.65247252813
28.137091636657715,-66798.33035714354
28.158523321151733,-66820.9886675831
28.177254676818848,-66849.78914835231
28.20813488960266,-66887.44471153912
28.22771430015564,-66931.22836538528
28.25600028038025,-66974.54155219847
28.256566524505615,-67010.79155219847
28.28224229812622,-67036.49656593474
28.30368685722351,-67049.09924450616
28.323232173919678,-67047.30357142925
28.353131771087646,-67031.91277472592
28.35714030265808,-67004.32864011056
28.378236293792725,-66965.47390109955
28.40171241760254,-66916.52335164901
28.417454481124878,-66858.28468406662
28.444141387939453,-66793.44299450616
28.457153797149658,-66724.57280219848
28.482044458389282,-66654.4302884622
28.49767804145813,-66583.32486263804
28.53170680999756,-66513.94917582482
28.546526193618774,-66448.15384615448
28.575319051742554,-66387.89457417649
28.575802326202393,-66335.72870879187
28.595607042312622,-66293.5034340666
28.631174087524414,-66263.87740384681
28.6460599899292,-66249.85679945123
28.66802978515625,-66253.22905219845
28.67598605155945,-66273.1579670336
28.695351600646973,-66305.77884615451
28.731885194778442,-66344.90487637429
28.747051239013672,-66384.55185439627
28.758455276489258,-66423.36366758308
28.776951789855957,-66461.24965659407
28.79544186592102,-66498.01030219847
28.83155608177185,-66536.08688186877
28.846348762512207,-66576.51751373692
28.868314027786255,-66619.70913461606
28.87629532814026,-66666.06799450614
28.895543336868286,-66715.95776098967
28.929286241531372,-66768.8777472534
28.943325996398926,-66825.46600274793
28.968253135681152,-66887.1136675831
28.976158142089844,-66955.75480769295
28.995574712753296,-67032.17925824242
29.031044483184814,-67113.82657967102
29.049335718154907,-67194.61229395671
29.056017637252808,-67268.08722527538
29.081395864486694,-67328.69024725343
29.096592664718628,-67372.97596153912
29.1315701007843,-67398.89697802263
29.147012948989868,-67406.27472527542
29.160496950149536,-67393.22699175891
29.179322957992554,-67360.82726648418
29.19559359550476,-67311.94024725341
29.226563453674316,-67250.6541895611
29.24197554588318,-67179.83310439627
29.2674503326416,-67103.97767857209
29.275357961654663,-67026.18269230837
29.295531272888184,-66947.85199175891
29.322542428970337,-66873.25309066
29.335365533828735,-66804.0604395611
29.35700297355652,-66742.0710851655
29.379445791244507,-66689.27541208857
29.396060705184937,-66646.90899725341
29.4202938079834,-66616.48214285781
29.44129776954651,-66600.80975274791
29.454436779022217,-66602.33379120946
29.474199533462524,-66619.84684066002
29.494502544403076,-66647.54876373694
29.525150060653687,-66679.55597527539
29.541128158569336,-66711.5085851655
29.554388523101807,-66740.81799450617
29.574188470840454,-66766.73660714352
29.594518661499023,-66789.84340659405
29.62492346763611,-66811.21085164901
29.64020323753357,-66830.79739011056
29.654340267181396,-66848.08344780286
29.67411470413208,-66864.97767857209
29.694246292114258,-66886.40247252815
29.732659101486206,-66916.80666208858
29.734675645828247,-66955.90178571496
29.754253387451172,-66998.32760989078
29.77540111541748,-67034.6957417589
29.794458150863647,-67059.46737637429
29.82695984840393,-67070.23420329737
29.843167781829834,-67064.62053571494
29.854570150375366,-67043.13427197869
29.8747501373291,-67006.53434066
29.89445662498474,-66955.67719780287
29.925209283828735,-66891.8725961545
29.940004587173462,-66817.44299450616
29.954787969589233,-66736.34100274793
29.975757360458374,-66650.84890109955
29.994513034820557,-66565.0916895611
30.03138256072998,-66482.21222527539
30.034960746765137,-66404.5295329677
30.055379629135132,-66332.23042582483
30.079761028289795,-66266.50995879187
30.094388723373413,-66209.69024725341
30.127405405044556,-66163.3310439567
30.14135980606079,-66129.61881868199
30.175589084625244,-66110.07177197869
30.17627453804016,-66106.86195055013
30.194289207458496,-66121.73282967099
30.2253520488739,-66151.1225961545
30.240434885025024,-66189.63289835231
30.275710821151733,-66229.00274725338
30.276646375656128,-66265.75583791274
30.29619789123535,-66301.54945055013
30.3275785446167,-66335.77712912155
30.341927766799927,-66369.31387362705
30.353267669677734,-66401.88804945121
30.3736674785614,-66433.46978022046
30.393538236618042,-66463.77129120944
30.425073862075806,-66494.420329671
30.440316200256348,-66524.6850961545
30.45348024368286,-66555.89835164903
30.4740571975708,-66587.48523351716
30.493653535842896,-66621.02232142923
30.525100469589233,-66657.77094780288
30.540878772735596,-66700.13495879185
30.553452014923096,-66747.08413461605
30.573810815811157,-66793.84065934134
30.59350562095642,-66834.24072802265
30.624757528305054,-66862.4982829677
30.640323877334595,-66875.58344780287
30.653682470321655,-66871.9247939567
30.674304008483887,-66852.76476648418
30.693460702896118,-66820.16517857209
30.72515082359314,-66775.26957417649
30.740920782089233,-66718.94917582485
30.753711462020874,-66651.46531593475
30.77414059638977,-66576.58310439627
30.793570280075073,-66497.6229395611
30.825136184692383,-66418.14285714351
30.840461492538452,-66340.38427197869
30.853657245635986,-66266.88186813252
30.874032258987427,-66200.82967033032
30.893489837646484,-66143.01579670396
30.931574821472168,-66095.76682692375
30.933778285980225,-66059.3149038468
30.954522371292114,-66037.53228022043
30.982086658477783,-66031.53502747318
30.99606466293335,-66043.28468406657
31.027374267578125,-66073.40865384683
31.043298721313477,-66120.87843406659
31.05334997177124,-66179.66655219847
31.076067209243774,-66241.98179945118
31.09341263771057,-66302.71875000064
31.13077449798584,-66360.86332417649
31.133774280548096,-66415.38770604462
31.154599905014038,-66466.3159340666
