tiempo_s,valor_filt
0.0,8.217810610893347
0.00010395050048828125,-3.8391826806599765
0.00016188621520996094,-15.029419571772362
0.007677793502807617,-24.52872751893809
0.007906198501586914,-31.691130087288016
0.007955789566040039,-36.11278637257513
0.008215904235839844,-37.66616088957792
0.008830785751342773,-36.49941026604518
0.008899211883544922,-33.00264501177585
0.008939981460571289,-27.75044481299583
0.00897979736328125,-21.434283131508348
0.009018898010253906,-14.796733809164278
0.009060382843017578,-8.5736017897134
0.009097576141357422,-3.4447270482484527
0.009135007858276367,0.008406163635228735
0.009171724319458008,1.340218097827787
0.00920867919921875,0.2745115196436009
0.009245157241821289,-3.2673369894208952
0.00933694839477539,-9.147826563967591
0.009371280670166016,-17.012582576200124
0.009404182434082031,-26.3174420335142
0.009436845779418945,-36.39031454087777
0.009468793869018555,-46.52640272051377
0.009722471237182617,-56.10466879592153
0.009775161743164062,-64.70404750524602
0.018498659133911133,-72.19248676214568
0.019040346145629883,-78.76254626060732
0.01982569694519043,-84.89593091697606
0.020045042037963867,-91.25606687587975
0.02007436752319336,-98.52832653369872
0.020099163055419922,-107.24395339866221
0.02012324333190918,-117.63007064342379
0.02014636993408203,-129.52332305933794
0.020169973373413086,-142.37048775254777
0.02019190788269043,-155.31875838821273
0.020214319229125977,-167.3770080473601
0.020236730575561523,-177.61431184668464
0.0202791690826416,-185.35692704552616
0.020313501358032227,-190.34774836119672
0.020334959030151367,-192.8390127706642
0.020356416702270508,-193.59765562757545
0.02037835121154785,-193.81276134643505
0.020400524139404297,-194.90567425309743
0.020421743392944336,-198.25621190866784
0.020442962646484375,-204.87486583323494
0.020464420318603516,-215.07049883102056
0.02312636375427246,-228.18109771790077
0.0234222412109375,-242.44427832189953
0.023541688919067383,-255.0764795420074
0.02357339859008789,-262.59805250761195
0.02359795570373535,-261.3847177419856
0.023621320724487305,-248.35548458914442
0.023643970489501953,-221.64676963370852
0.04069352149963379,-181.0995440611306
0.04221534729003906,-128.41916053793994
0.04233694076538086,-66.95265093190848
0.04236459732055664,-1.1363269395509066
0.04239010810852051,64.2451868834982
0.04241442680358887,124.8101676627276
0.06196713447570801,177.18161879528492
0.062139272689819336,219.33766255298517
0.06216573715209961,250.68027773622188
0.06219053268432617,271.8559567220457
0.06221437454223633,284.4035647470138
0.06223726272583008,290.3212820382138
0.062290191650390625,291.6413996491075
0.06231427192687988,290.08580156568144
0.062337398529052734,286.85041223020903
0.06235957145690918,282.5371763012857
0.06238269805908203,277.22263676120207
0.062404632568359375,270.62877787497234
0.06242680549621582,262.3477582614584
0.062448978424072266,252.06749514279616
0.06247091293334961,239.74895672345258
0.062493085861206055,225.71860012492783
0.06251406669616699,210.65981059217643
0.06253528594970703,195.51117754073852
0.06255650520324707,181.30069187876526
0.06257843971252441,168.9582665735449
0.06260085105895996,159.15150756367646
0.0626218318939209,152.181002065579
0.06264257431030273,147.95387290350945
0.06266355514526367,146.03301791587376
0.06268739700317383,145.7410766570427
0.06270837783813477,146.28860249581425
0.06311464309692383,146.89689325727517
0.06443476676940918,146.8941372722971
0.06452393531799316,145.77358295264733
0.06454992294311523,143.21096849052728
0.0645744800567627,139.04515840644046
0.06459760665893555,133.23167496948255
0.0646214485168457,125.78372575331568
0.06464385986328125,116.71815549326621
0.0646662712097168,106.0222494789519
0.06468820571899414,93.6503986880675
0.06470990180969238,79.54935167378834
0.07662320137023926,63.70101343403406
0.07676053047180176,46.16548481812814
0.07678890228271484,27.10609291078671
0.07681393623352051,6.783884427724467
0.07683897018432617,-14.47932507847092
0.07686281204223633,-36.35708919434239
0.07688570022583008,-58.57282622859252
0.07690763473510742,-80.93218583350867
0.07692933082580566,-103.32188148154545
0.0769505500793457,-125.67671892666785
0.07697153091430664,-147.927982343348
0.07699322700500488,-169.9529724547215
0.07701468467712402,-191.54655572167647
0.07765769958496094,-212.4302299852509
0.07774066925048828,-232.3025527489345
0.07776546478271484,-250.92075328887375
0.07778549194335938,-268.19284434827796
0.07780647277832031,-284.2551326004326
0.07782578468322754,-299.51022599594273
0.0778498649597168,-314.6041123353881
0.07787251472473145,-330.32849591844985
0.0778951644897461,-347.44725162107466
0.07791829109191895,-366.46239261694967
0.07796359062194824,-387.3527595957902
0.07798647880554199,-409.3355569661923
0.07800984382629395,-430.7140865805976
0.07803201675415039,-448.8782931261635
0.07805371284484863,-460.5095343441145
0.07807469367980957,-462.00255834552274
0.07809591293334961,-450.0600696660021
0.07811641693115234,-422.35268472166644
0.07813811302185059,-378.0919284502958
0.07819318771362305,-318.3600695604246
0.07850766181945801,-246.0906475009744
0.07872223854064941,-165.68674649577773
0.07876110076904297,-82.3661708012104
0.07878494262695312,-1.3928601195602008
0.07880783081054688,72.63185187724763
0.07883000373840332,136.28271816904928
0.08893918991088867,187.56135955895863
0.08909821510314941,225.8877846161425
0.08912539482116699,251.8888425843035
0.08915066719055176,267.06458601102156
0.08917427062988281,273.41289267026644
0.08919739723205566,273.07680643048565
0.08922052383422852,268.05814666548446
0.08927702903747559,260.0212512361729
0.08930039405822754,250.19418704121796
0.08932232856750488,239.36096780807023
0.08934426307678223,227.92754039579498
0.08936619758605957,216.03748772420522
0.08938813209533691,203.70971433097532
0.08941006660461426,190.96883708542373
0.0894317626953125,177.941742514146
0.08945322036743164,164.903306950247
0.08947443962097168,152.26875046545427
0.08970022201538086,140.54442613399382
0.08982539176940918,130.25823277647174
0.08992719650268555,121.89159466846745
0.08995676040649414,115.82618380690322
0.0899806022644043,112.30576044882184
0.09000325202941895,111.40645949573758
0.09002494812011719,113.01219745104763
