tiempo_s,valor_raw
0.0,-1683.0
0.00019097328186035156,-1594.0
0.00025653839111328125,-1545.0
0.00041866302490234375,-1509.0
0.00047326087951660156,-1490.0
0.0005223751068115234,-1479.0
0.0005657672882080078,-1468.0
0.0006084442138671875,-1459.0
0.0006499290466308594,-1453.0
0.0006914138793945312,-1447.0
0.0007326602935791016,-1437.0
0.0007762908935546875,-1419.0
0.0008199214935302734,-1404.0
0.0008616447448730469,-1391.0
0.004614830017089844,-1391.0
0.030444860458374023,-1385.0
0.0320432186126709,-1376.0
0.03218340873718262,-1379.0
0.032218217849731445,-1386.0
0.03224825859069824,-1400.0
0.03227806091308594,-1421.0
0.04882502555847168,-1436.0
0.04899740219116211,-1441.0
0.04902482032775879,-1440.0
0.04904794692993164,-1447.0
0.049071550369262695,-1459.0
0.049096107482910156,-1472.0
0.04912114143371582,-1498.0
0.04914402961730957,-1554.0
0.04916644096374512,-1602.0
0.04918932914733887,-1635.0
0.049211740493774414,-1671.0
0.04923248291015625,-1721.0
0.04925417900085449,-1781.0
0.049276113510131836,-1812.0
0.04929709434509277,-1825.0
0.04931831359863281,-1830.0
0.04933953285217285,-1819.0
0.049361228942871094,-1796.0
0.04938197135925293,-1773.0
0.0494387149810791,-1754.0
0.04946279525756836,-1737.0
0.0494844913482666,-1716.0
0.04950547218322754,-1664.0
0.049526214599609375,-1565.0
0.04954695701599121,-1485.0
0.049567222595214844,-1385.0
0.04958796501159668,-1325.0
0.049608469009399414,-1295.0
0.04962897300720215,-1277.0
0.049649715423583984,-1280.0
0.04967045783996582,-1275.0
0.04969143867492676,-1249.0
0.049710750579833984,-1251.0
0.04975628852844238,-1293.0
0.05000782012939453,-1382.0
0.05125069618225098,-1602.0
0.051331520080566406,-2097.0
0.05135846138000488,-3051.0
0.051381587982177734,-4766.0
0.06638693809509277,-7225.0
0.06680011749267578,-9931.0
0.06686997413635254,-11862.0
0.06689786911010742,-10979.0
0.06692194938659668,-9409.0
0.06694555282592773,-9352.0
0.06696820259094238,-11102.0
0.06699156761169434,-16008.0
0.06701421737670898,-21932.0
0.06703615188598633,-24979.0
0.06705856323242188,-29593.0
0.06708121299743652,-36392.0
0.06710386276245117,-41438.0
0.06712555885314941,-46113.0
0.06714677810668945,-55157.0
0.06716799736022949,-67078.0
0.06722831726074219,-81497.0
0.06767034530639648,-96748.0
0.06772208213806152,-110203.0
0.06774497032165527,-110857.0
0.06776738166809082,-113880.0
0.0835731029510498,-114930.0
0.08369684219360352,-114666.0
0.08373284339904785,-115765.0
0.0837564468383789,-116735.0
0.08377957344055176,-115473.0
0.0838017463684082,-115283.0
0.08382344245910645,-119445.0
0.08384537696838379,-128020.0
0.08386731147766113,-136301.0
0.08388876914978027,-140597.0
0.08391022682189941,-142081.0
0.08393120765686035,-142702.0
0.08395242691040039,-143059.0
0.08397364616394043,-143353.0
0.08399438858032227,-143564.0
0.08401608467102051,-143645.0
0.08403730392456055,-143601.0
0.08405852317810059,-143491.0
0.08407950401306152,-143371.0
0.08410024642944336,-143300.0
0.08419442176818848,-143390.0
0.08421874046325684,-143622.0
0.08454537391662598,-143885.0
0.0845954418182373,-144077.0
0.08461809158325195,-144200.0
0.0846402645111084,-144326.0
0.08466196060180664,-144411.0
0.08468317985534668,-144420.0
0.08470392227172852,-144313.0
0.08472561836242676,-144050.0
0.08474588394165039,-143659.0
0.08476686477661133,-143381.0
0.08478736877441406,-143288.0
0.0848090648651123,-143354.0
0.08483028411865234,-143463.0
0.08485126495361328,-143521.0
0.08487176895141602,-143392.0
0.08489251136779785,-143243.0
0.08491301536560059,-143111.0
0.08493542671203613,-143033.0
0.08495783805847168,-143028.0
0.08497881889343262,-143274.0
0.08499932289123535,-143542.0
0.08501982688903809,-143702.0
0.08504056930541992,-143843.0
0.08506059646606445,-143871.0
0.08508110046386719,-143833.0
0.08510208129882812,-143782.0
0.08512282371520996,-143777.0
0.0851438045501709,-143789.0
0.08516478538513184,-143871.0
0.08518624305725098,-143985.0
0.08520627021789551,-144124.0
0.08522725105285645,-144308.0
0.08524775505065918,-144510.0
0.08526849746704102,-144651.0
0.08528876304626465,-144693.0
0.0853109359741211,-144761.0
0.08533215522766113,-144815.0
0.08535289764404297,-144881.0
0.08537411689758301,-144932.0
0.0854499340057373,-144966.0
0.08547306060791016,-144966.0
0.08561348915100098,-144948.0
0.09535908699035645,-144929.0
0.09580326080322266,-144971.0
0.09591817855834961,-145038.0
0.0959470272064209,-145129.0
0.09597110748291016,-145206.0
0.09599423408508301,-145219.0
0.09601664543151855,-145047.0
0.0960392951965332,-144755.0
0.09606099128723145,-144473.0
0.09608268737792969,-144253.0
0.09610438346862793,-144139.0
0.09612584114074707,-144084.0
0.09614706039428711,-144001.0
0.09616923332214355,-143957.0
0.0961909294128418,-143983.0
0.09621214866638184,-144095.0
0.11299729347229004,-144269.0
0.11336493492126465,-144456.0
0.1149909496307373,-144572.0
0.11507868766784668,-144647.0
0.11510443687438965,-144698.0
0.1151278018951416,-144776.0
0.13654565811157227,-144870.0
0.13666534423828125,-144926.0
0.1366887092590332,-144938.0
0.13670969009399414,-144897.0
0.13672947883605957,-144824.0
0.1367506980895996,-144786.0
0.13677072525024414,-144774.0
0.1367936134338379,-144811.0
0.13681721687316895,-144868.0
0.1368391513824463,-144930.0
0.13686084747314453,-144992.0
0.13688230514526367,-145031.0
0.13690447807312012,-145072.0
0.13692569732666016,-145130.0
0.136946439743042,-145192.0
0.13696813583374023,-145222.0
0.13698887825012207,-145251.0
0.1370096206665039,-145279.0
0.1370689868927002,-145336.0
0.13724398612976074,-145386.0
0.13857460021972656,-145434.0
0.13869643211364746,-145455.0
0.13872194290161133,-145346.0
0.13874530792236328,-145025.0
0.13876700401306152,-144583.0
0.13878941535949707,-144132.0
0.13881134986877441,-143745.0
0.13883256912231445,-143479.0
0.15728354454040527,-143331.0
0.15748977661132812,-143275.0
0.1575164794921875,-143255.0
0.15753865242004395,-143293.0
0.1575615406036377,-143416.0
0.15758228302001953,-143609.0
0.15760111808776855,-143847.0
0.15761995315551758,-144115.0
0.1576387882232666,-144322.0
0.15765690803527832,-144376.0
0.15767645835876465,-144284.0
0.15769505500793457,-144109.0
0.1577143669128418,-143845.0
0.1577317714691162,-143579.0
0.15774893760681152,-143389.0
0.15776681900024414,-143255.0
0.15778636932373047,-143151.0
0.1578061580657959,-143113.0
0.15782523155212402,-143135.0
0.15784549713134766,-143267.0
0.1578662395477295,-143432.0
0.15788483619689941,-143597.0
0.15790367126464844,-143729.0
0.15792322158813477,-143832.0
0.15794062614440918,-143946.0
0.1579582691192627,-144075.0
0.1579749584197998,-144224.0
0.15812897682189941,-144399.0
0.15816259384155273,-144557.0
0.15823054313659668,-144688.0
0.16055965423583984,-144780.0
0.1606898307800293,-144821.0
0.1607205867767334,-144844.0
0.16074299812316895,-144848.0
0.16076278686523438,-144697.0
0.1608426570892334,-144289.0
0.18179106712341309,-143738.0
0.18196439743041992,-143219.0
0.18198561668395996,-142841.0
0.1820054054260254,-142628.0
0.18202471733093262,-142561.0
0.18204784393310547,-142564.0
0.18207240104675293,-142603.0
0.1820967197418213,-142649.0
0.18212032318115234,-142693.0
0.18214154243469238,-142777.0
0.18216323852539062,-142851.0
0.18218588829040527,-142870.0
0.18220782279968262,-142837.0
0.18222975730895996,-142794.0
0.1822512149810791,-142780.0
0.18227338790893555,-142797.0
0.1822965145111084,-142832.0
0.18232011795043945,-142867.0
0.1823422908782959,-142908.0
0.18236446380615234,-142950.0
0.18407464027404785,-143040.0
0.1841418743133545,-143140.0
0.18416619300842285,-143228.0
0.1841890811920166,-143298.0
0.18421077728271484,-143368.0
0.1842327117919922,-143463.0
0.18425464630126953,-143567.0
0.18427705764770508,-143688.0
0.2013075351715088,-143799.0
0.2014632225036621,-143891.0
0.20148324966430664,-143947.0
0.20150279998779297,-143979.0
0.2015228271484375,-143999.0
0.2015397548675537,-144014.0
0.20155572891235352,-144016.0
0.20157217979431152,-144055.0
0.20158886909484863,-142531.0
0.22160077095031738,-142606.0
0.23612499237060547,-142699.0
0.24762773513793945,-142790.0
0.28684043884277344,-142838.0
0.30323004722595215,-142875.0
0.32429051399230957,-142886.0
0.34606313705444336,-142908.0
0.3577251434326172,-142930.0
