tiempo_relativo_s,valor_crudo
7.1321728229522705,-67251.0
7.1331565380096436,-67248.0
7.134197235107422,-67262.0
7.135390520095825,-67270.0
7.164514064788818,-67286.0
7.165365695953369,-67289.0
7.171924114227295,-67303.0
7.172770738601685,-67307.0
7.205067157745361,-67324.0
7.205894231796265,-67322.0
7.2069385051727295,-67344.0
7.234371185302734,-67347.0
7.23832893371582,-67361.0
7.239800930023193,-67360.0
7.242974281311035,-67372.0
7.273284673690796,-67373.0
7.2760350704193115,-67391.0
7.280395746231079,-67397.0
7.281520843505859,-67412.0
7.312143564224243,-67409.0
7.313091278076172,-67421.0
7.314403533935547,-67418.0
7.3447747230529785,-67429.0
7.345554351806641,-67429.0
7.3677027225494385,-67434.0
7.368230581283569,-67438.0
7.3687427043914795,-67451.0
7.370409727096558,-67447.0
7.4051525592803955,-67462.0
7.406491279602051,-67456.0
7.4073004722595215,-67464.0
7.437025547027588,-67455.0
7.4377121925354,-67427.0
7.438702821731567,-67358.0
7.442132472991943,-67297.0
7.467144727706909,-67223.0
7.467719554901123,-67162.0
7.476797580718994,-67110.0
7.5098607540130615,-67079.0
7.5104687213897705,-67044.0
7.512868404388428,-67029.0
7.5409605503082275,-67014.0
7.547218084335327,-67014.0
7.549037218093872,-67011.0
7.580681800842285,-67018.0
7.581474542617798,-67021.0
7.5821192264556885,-67035.0
7.583144426345825,-67032.0
7.585199594497681,-67043.0
7.621699333190918,-67046.0
7.623022079467773,-67058.0
7.655647039413452,-67056.0
7.656521320343018,-67067.0
7.657642364501953,-67065.0
7.688408613204956,-67076.0
7.6893439292907715,-67082.0
7.690274715423584,-67090.0
7.696575164794922,-67091.0
7.697711944580078,-67107.0
7.69845175743103,-67104.0
7.735412120819092,-67114.0
7.736679792404175,-67108.0
7.737569808959961,-67112.0
7.7632410526275635,-67102.0
7.7679102420806885,-67108.0
7.769442319869995,-67091.0
7.776450157165527,-67097.0
7.8104894161224365,-67091.0
7.811321973800659,-67108.0
7.812241315841675,-67096.0
7.813209533691406,-67112.0
7.8141679763793945,-67107.0
7.838695287704468,-67125.0
7.839390993118286,-67118.0
7.844431400299072,-67136.0
7.872993469238281,-67133.0
7.873454570770264,-67151.0
7.873953104019165,-67147.0
7.8811867237091064,-67160.0
7.909321308135986,-67159.0
7.910146474838257,-67171.0
7.910673379898071,-67175.0
7.93326210975647,-67193.0
7.933773040771484,-67195.0
7.940979242324829,-67209.0
7.970906734466553,-67208.0
7.971681594848633,-67221.0
7.972317695617676,-67214.0
8.011101484298706,-67225.0
8.01176142692566,-67228.0
8.012418746948242,-67243.0
8.013087034225464,-67242.0
8.05008339881897,-67251.0
8.050852298736572,-67240.0
8.05146074295044,-67256.0
8.052893161773682,-67259.0
8.080442428588867,-67272.0
8.081172227859497,-67268.0
8.081870079040527,-67285.0
8.09492039680481,-67281.0
8.118295907974243,-67291.0
8.118771076202393,-67281.0
8.12521481513977,-67296.0
8.165942430496216,-67294.0
8.166807651519775,-67310.0
8.16751503944397,-67308.0
8.1687650680542,-67317.0
8.17097783088684,-67314.0
8.215957880020142,-67327.0
8.216780424118042,-67323.0
8.218075513839722,-67344.0
8.219292402267456,-67347.0
8.224508285522461,-67357.0
8.255790948867798,-67354.0
8.256277084350586,-67361.0
8.256886005401611,-67346.0
8.280805110931396,-67322.0
8.281258583068848,-67257.0
8.281803131103516,-67201.0
8.315532207489014,-67136.0
8.316095113754272,-67094.0
8.31658673286438,-67047.0
8.36431360244751,-67028.0
8.36499309539795,-66999.0
8.365647077560425,-66986.0
8.366402626037598,-66967.0
8.36707878112793,-66978.0
8.373294591903687,-66977.0
8.408492088317871,-66993.0
8.40922999382019,-66997.0
8.409874439239502,-67011.0
8.411800622940063,-67011.0
8.455213069915771,-67024.0
8.455861806869507,-67024.0
8.456464767456055,-67032.0
8.457584381103516,-67026.0
8.473789930343628,-67045.0
8.47548246383667,-67037.0
8.50852108001709,-67056.0
8.515798091888428,-67053.0
8.516488790512085,-67071.0
8.517070055007935,-67067.0
8.52402400970459,-67083.0
8.562960147857666,-67077.0
8.563441038131714,-67089.0
8.564001560211182,-67075.0
8.564504623413086,-67082.0
8.571436405181885,-67069.0
8.604230642318726,-67085.0
8.60502576828003,-67065.0
8.605816841125488,-67075.0
8.64182186126709,-67066.0
8.642473220825195,-67075.0
8.64311170578003,-67068.0
8.647496700286865,-67083.0
8.688749313354492,-67075.0
8.689504146575928,-67096.0
8.690318584442139,-67089.0
8.691202402114868,-67101.0
8.692109107971191,-67103.0
8.744304895401001,-67120.0
8.745378017425537,-67120.0
8.748257875442505,-67138.0
8.752159595489502,-67136.0
8.792179584503174,-67156.0
8.792932033538818,-67152.0
8.793609857559204,-67167.0
8.799679040908813,-67165.0
8.800897359848022,-67180.0
8.837646961212158,-67173.0
8.838138103485107,-67199.0
8.838731050491333,-67194.0
8.839205503463745,-67207.0
8.839829683303833,-67203.0
8.841382026672363,-67216.0
8.870946168899536,-67215.0
8.87157940864563,-67228.0
8.872233867645264,-67227.0
8.88131856918335,-67252.0
8.92988920211792,-67246.0
8.930686712265015,-67262.0
8.931410312652588,-67262.0
8.932137966156006,-67281.0
8.934256076812744,-67277.0
8.97139859199524,-67294.0
8.972070217132568,-67285.0
8.972790002822876,-67297.0
8.97770881652832,-67294.0
9.060457706451416,-67310.0
9.0690176486969,-67304.0
9.069767713546753,-67315.0
9.070260763168335,-67314.0
9.070784330368042,-67325.0
9.07145619392395,-67325.0
9.072231769561768,-67336.0
9.072856664657593,-67336.0
9.073412656784058,-67355.0
9.141558647155762,-67351.0
9.142094373703003,-67362.0
9.142531394958496,-67340.0
9.143102884292603,-67318.0
9.14739203453064,-67257.0
9.14807939529419,-67197.0
9.1487557888031,-67129.0
9.149647951126099,-67078.0
9.221933841705322,-67012.0
9.222518920898438,-66968.0
9.223036766052246,-66922.0
9.223489761352539,-66901.0
9.224153757095337,-66880.0
