tiempo_s,valor_filt
6.029833555221558,-95.25467944185382
6.029833555221558,-103.71696735025978
6.029833555221558,-112.57443365946179
6.061074733734131,-122.28050897550997
6.061074733734131,-133.24629562106563
6.061074733734131,-145.78556538326544
6.076695203781128,-160.05894307425913
6.076695203781128,-176.02621690388514
6.076695203781128,-193.4172837883519
6.10793924331665,-211.73429645614237
6.10793924331665,-230.2974992274427
6.10793924331665,-248.34067121037094
6.139181852340698,-265.1485255113498
6.139181852340698,-280.2122559749772
6.154807090759277,-293.36620057672883
6.154807090759277,-304.86263209769675
6.17042350769043,-315.34664965673255
6.17042350769043,-325.7110663005438
6.17042350769043,-336.83951983146574
6.201666593551636,-349.277311443865
6.201666593551636,-362.8953758890468
6.232909440994263,-376.62770024802956
6.232909440994263,-388.3626922516295
6.2641518115997314,-395.05076077701005
6.2641518115997314,-393.05213072333896
6.2641518115997314,-378.69535263535397
6.279773235321045,-348.9600949504572
6.279773235321045,-302.15344741325464
6.279773235321045,-238.43107643277588
6.31101655960083,-160.03094863095345
6.31101655960083,-71.13852602437933
6.31101655960083,22.618881375816258
6.31101655960083,114.96203707489988
6.342258453369141,199.87510099401868
6.342258453369141,272.456631675862
6.357881546020508,329.536590163077
6.357881546020508,369.95134296772085
6.373501539230347,394.451313632364
6.373501539230347,405.2962213730981
6.404747247695923,405.651265816442
6.404747247695923,398.9236637274656
6.4359869956970215,388.1726476186694
6.4359869956970215,375.6944226085945
6.4359869956970215,362.8360873413163
6.467228651046753,350.0394244322498
6.467228651046753,337.0678395042836
6.498470783233643,323.33764981882746
6.498470783233643,308.26388610360954
6.498470783233643,291.539920066815
6.498470783233643,273.29461225404344
6.529714345932007,254.10433605165423
6.529714345932007,234.87335055706168
6.529714345932007,216.62637566976082
6.560957193374634,200.27454597236093
6.560957193374634,186.4166055680401
6.560957193374634,175.2224005294909
6.592203140258789,166.42089710835992
6.592203140258789,159.38780462155174
6.592203140258789,153.3048965211049
6.6234424114227295,147.3481143732563
6.6234424114227295,140.85700878764627
6.6234424114227295,133.44554402232595
6.654685020446777,125.03215824979003
6.654685020446777,115.78955398080446
6.654685020446777,106.03516687895673
6.670306205749512,96.09704073153695
6.670306205749512,86.19446672304528
6.670306205749512,76.36679528257494
6.701549291610718,66.46838231728827
6.701549291610718,56.227525502364394
6.701549291610718,45.34880258401333
6.732792377471924,33.626215215219474
6.732792377471924,21.031572374739916
6.732792377471924,7.749470994442292
6.732792377471924,-5.854471979895808
6.764034271240234,-19.32616242596745
6.764034271240234,-32.2526291220016
6.77966046333313,-44.39334507904106
6.795278310775757,-55.77530958356226
6.795278310775757,-66.721687774522
6.826519250869751,-77.80074960529369
6.826519250869751,-89.70336466983427
6.826519250869751,-103.07741730066645
6.857762336730957,-118.3611316500639
6.857762336730957,-135.65977477953706
6.889004230499268,-154.69835565623606
6.889004230499268,-174.8598154035174
6.889004230499268,-195.29385785714075
6.889004230499268,-215.06594347406252
6.920247316360474,-233.31240834491524
6.920247316360474,-249.37367995126112
6.920247316360474,-262.8884344548813
6.95149040222168,-273.84214033202
6.95149040222168,-282.5699430722255
6.95149040222168,-289.7158846689426
6.982732772827148,-296.15039401473535
6.982732772827148,-302.84816958990115
6.982732772827148,-310.73037868298337
6.99835467338562,-320.47983324540655
6.99835467338562,-332.3461869860803
7.013975381851196,-345.9684258910414
7.029598951339722,-360.24981111839116
7.029598951339722,-373.3221212792883
7.045218229293823,-382.6297999297633
7.045218229293823,-385.15029936025365
7.045218229293823,-377.74529471637425
7.076462268829346,-357.61059101950804
7.076462268829346,-322.76430216271285
7.09208345413208,-272.4891785511293
7.10770320892334,-207.6340662170301
7.123328685760498,-130.69070168840997
7.123328685760498,-45.60079012787377
7.138946056365967,42.69132261093975
7.138946056365967,128.86236774485417
7.138946056365967,207.89015171577907
7.170188903808594,275.66130119587604
7.170188903808594,329.40234560372846
7.1858110427856445,367.87570055525174
7.201432704925537,391.3350055042764
7.201432704925537,401.27953467025634
7.217056035995483,400.07578148953985
7.248295783996582,390.52401171363795
7.248295783996582,375.4420076020792
7.248295783996582,357.3225532861057
7.248295783996582,338.1005638566451
7.263916969299316,319.04423022084956
