tiempo_relativo_s,valor_filtrado
17.372323513031006,-137.2108
17.40331768989563,-141.0112
17.404049396514893,-144.3489
17.40494465827942,-147.0033
17.430408239364624,-148.8705
17.43122911453247,-149.8884
17.43207359313965,-150.0319
17.46852707862854,-149.3313
17.469409942626953,-147.8158
17.470067501068115,-145.4905
17.471226930618286,-142.3899
17.49644708633423,-138.6091
17.49720859527588,-134.2884
17.502222776412964,-129.5603
17.529284477233887,-124.4706
17.529990196228027,-118.933
17.53229570388794,-112.7911
17.55173349380493,-105.9715
17.552780628204346,-98.5605
17.561184644699097,-90.738
17.584273099899292,-82.7172
17.58517050743103,-74.7141
17.603251457214355,-66.8666
17.6037654876709,-59.1834
17.611908435821533,-51.5851
17.637038946151733,-44.0028
17.63768482208252,-36.4868
17.658539056777954,-29.1946
17.659324169158936,-22.2068
17.66430687904358,-15.3363
17.688764095306396,-7.9725
17.689316034317017,1.2827
17.690823078155518,15.1319
17.709947109222412,37.3413
17.715564489364624,71.0494
17.74051022529602,116.6239
17.7420756816864,170.8908
17.742533445358276,228.2925
17.763343811035156,282.916
17.76752519607544,330.0498
17.786266565322876,366.7143
17.795907020568848,391.476
17.796553373336792,404.1089
17.823776483535767,405.3167
17.824389219284058,396.4677
17.829932689666748,379.3384
17.832071781158447,355.8682
17.862169981002808,327.9435
17.862913370132446,297.2628
17.863760709762573,265.2743
17.885231733322144,233.1781
17.88979697227478,201.9557
17.892016887664795,172.3022
17.921486616134644,144.51
17.922144174575806,118.5223
17.92299175262451,94.085
17.94603180885315,70.7689
17.9466769695282,47.9785
17.95171594619751,25.1965
17.984368324279785,2.3387
17.985111951828003,-20.1262
17.98576593399048,-41.405
18.00922966003418,-60.7298
18.009727239608765,-77.5611
18.01492929458618,-91.6468
18.040345191955566,-103.0406
18.041048049926758,-112.0452
18.04298973083496,-119.0683
18.06440234184265,-124.5207
18.064911127090454,-128.804
18.071630001068115,-132.3176
18.097447156906128,-135.4398
18.098085403442383,-138.4679
18.11850380897522,-141.5448
18.1195867061615,-144.6634
18.121546745300293,-147.7716
18.151941776275635,-150.8725
18.15263319015503,-154.0043
18.153342485427856,-157.1564
18.174272537231445,-160.2683
18.175230979919434,-163.3055
18.20392370223999,-166.3048
18.204434156417847,-169.3024
18.20498251914978,-172.1906
18.225117444992065,-174.6886
18.22563648223877,-176.5015
18.233731269836426,-177.5119
18.256245613098145,-177.7935
18.25721049308777,-177.4658
18.280898332595825,-176.5706
18.28178834915161,-175.0177
18.286749362945557,-172.5804
18.31869387626648,-169.0049
18.31958532333374,-164.1758
18.320783615112305,-158.142
18.346134424209595,-151.0097
18.354002237319946,-142.9049
18.35498547554016,-134.0223
18.358241081237793,-124.6113
18.378159761428833,-114.8785
18.378634214401245,-104.914
18.385852813720703,-94.7156
18.405657529830933,-84.2925
18.406113147735596,-73.7526
18.412243843078613,-63.2778
18.439430952072144,-53.0447
18.44008159637451,-43.1704
18.442180395126343,-33.6741
18.46158504486084,-24.479
18.46208381652832,-15.5137
18.494213104248047,-6.8669
18.49482750892639,1.1655
18.495565176010132,8.2094
18.515451908111572,14.0411
18.516555070877075,18.9168
18.522223472595215,24.0442
18.5484676361084,31.9961
18.549289226531982,46.5624
18.57076597213745,71.536
18.57124090194702,108.6935
18.571715116500854,156.3642
18.601846933364868,209.8422
18.602336645126343,263.217
18.603049755096436,311.1616
18.623273611068726,349.8817
18.623775720596313,377.3255
18.654632806777954,392.9289
18.655198574066162,397.1535
18.655693292617798,391.1087
18.68034029006958,376.3361
18.685134887695312,354.6196
18.68585443496704,327.7961
18.715254545211792,297.6424
18.71615982055664,265.7782
18.71670389175415,233.5489
18.734312772750854,202.0087
18.73918604850769,171.9466
18.745437622070312,143.8139
18.77863907814026,117.6359
18.779457807540894,93.0438
18.780391693115234,69.4765
18.80567502975464,46.4304
18.80632448196411,23.6183
18.807194709777832,1.096
18.813972234725952,-20.687
18.8340744972229,-41.0257
18.834723472595215,-59.1709
18.8525230884552,-74.5252
18.8532657623291,-86.8162
18.863394021987915,-96.1287
18.887816429138184,-102.7971
18.888412952423096,-107.343
18.9067120552063,-110.4652
18.90735960006714,-112.9256
18.931214332580566,-115.3273
18.931725025177002,-117.9447
18.947771549224854,-120.7777
18.948256492614746,-123.752
18.957585096359253,-126.7966
18.9860897064209,-129.8365
18.986878633499146,-132.8594
18.987345933914185,-135.9376
19.00963258743286,-139.1447
19.010101795196533,-142.4983
19.016469478607178,-145.9317
19.038779258728027,-149.2694
19.03930115699768,-152.2629
19.05990719795227,-154.669
19.060423374176025,-156.3217
19.06747555732727,-157.1633
19.08931803703308,-157.1829
19.089868307113647,-156.3442
19.107867002487183,-154.6292
19.108371257781982,-152.1043
19.113612413406372,-148.8637
19.138979196548462,-144.9337
19.139612436294556,-140.2708
19.16119146347046,-134.7892
19.16174077987671,-128.3946
19.162845134735107,-121.0807
19.19256830215454,-113.0028
19.19315457344055,-104.4257
19.193819761276245,-95.5933
19.22090721130371,-86.6374
19.22603964805603,-77.5996
19.226927280426025,-68.5433
19.25955843925476,-59.6413
19.260352611541748,-51.1421
19.261557579040527,-43.2669
19.287192583084106,-36.1316
19.287837505340576,-29.7333
19.288525104522705,-23.9793
19.29619026184082,-18.7282
19.316840887069702,-13.8603
19.31743621826172,-9.3669
19.32624340057373,-5.344
19.348531484603882,-1.8047
19.353647470474243,1.5795
19.355351448059082,5.735
19.377805948257446,12.5535
19.378352165222168,25.0487
19.39544939994812,46.529
19.396450996398926,78.7984
19.42643141746521,120.6379
19.427170038223267,167.8172
19.428266048431396,214.5982
19.448771238327026,255.6787
19.44937252998352,287.5024
19.45582342147827,308.5039
19.488078117370605,318.6332
19.488861083984375,318.7996
19.490219831466675,310.5031
19.522192001342773,295.5587
19.52575421333313,275.8438
19.52672052383423,253.0825
19.527940034866333,228.69
19.551177740097046,203.7267
19.551995277404785,178.9638
19.554323196411133,154.9778
19.582290410995483,132.193
19.583503007888794,110.8473
19.584507942199707,90.917
19.60618567466736,72.1285
19.60666561126709,54.1247
19.62515115737915,36.6827
19.625617265701294,19.8199
19.633454084396362,3.7835
19.658509254455566,-11.0171
19.659199237823486,-24.167
19.68050527572632,-35.4177
19.681631803512573,-44.7088
19.68650770187378,-52.0944
19.70905637741089,-57.7364
19.709513664245605,-61.9188
19.72763729095459,-64.972
19.728152751922607,-67.1882
19.73340630531311,-68.8244
19.749086618423462,-70.1229
19.756936073303223,-71.2776
19.776334285736084,-72.4001
19.776862382888794,-73.56
19.806049585342407,-74.8458
19.80655550956726,-76.3435
19.80717444419861,-78.0971
19.835026502609253,-80.1361
19.835716009140015,-82.5177
19.840654611587524,-85.3541
19.873263597488403,-88.8004
19.87533974647522,-92.9539
19.87615203857422,-97.7467
19.87711477279663,-102.9232
19.90032148361206,-108.0587
19.900856494903564,-112.628
19.905524730682373,-116.1659
19.93114399909973,-118.4045
19.93195939064026,-119.2977
19.95255398750305,-118.9538
19.953062295913696,-117.5221
19.954526662826538,-115.149
19.985188961029053,-111.9811
19.985841751098633,-108.0819
19.986526250839233,-103.3812
20.007734298706055,-97.7834
20.00819158554077,-91.311
20.014124393463135,-84.173
20.035831689834595,-76.7434
20.036553382873535,-69.4291
20.05149531364441,-62.464
20.05537724494934,-55.7856
20.08444905281067,-49.1577
20.085411310195923,-42.4564
20.08672332763672,-35.8453
20.10640573501587,-29.693
20.107074737548828,-24.3741
20.134974479675293,-20.1057
20.13578772544861,-16.8426
20.1364688873291,-14.2931
20.15122413635254,-12.0175
20.155184268951416,-9.324
20.18248748779297,-4.8924
20.18315601348877,3.3975
20.184232711791992,17.8632
20.201587438583374,39.8
20.203998565673828,68.5997
20.23501753807068,101.9033
20.23633074760437,136.4748
20.23693561553955,169.0953
