x0000,y0000,x0001,y0001
6.8165073395,-441.0325536613,,
6.8165283203,-462.5815868462,,
6.8165462017,-481.6182997424,,
6.8184735775,-497.7641499439,,
6.8185343742,-511.1166604192,,
6.8185527325,-522.4578501096,,
6.9175262451,-533.3031425842,,
6.9177124500,-545.717954576,,
6.9177422523,-561.8796881269,,
6.9177699089,-583.4305939422,,
6.9177951813,-610.7371826952,,
6.9249975681,-642.2265110040,,
6.9693772793,-673.9914484067,,
6.9695723057,-699.8335252103,,
6.9696052074,-711.8394697763,,
6.9696350098,-701.4748221424,,
6.9733490944,-661.0473770282,,
7.0170738697,-585.2766053627,,
7.0173008442,-472.6368677240,,
7.0173368454,-326.1495960448,,
7.0173661709,-153.3927885165,,
7.0177538395,34.3399930934,,
7.0196349621,223.6037824863,,
7.0197165012,400.7882137208,,
7.0197441578,554.1208843808,,
7.019767046,675.2822759024,,
7.0713808537,760.3275362185,,
7.1177527905,809.781802102,,
7.1178565025,827.9651876810,,
7.1178812981,821.7601316374,,
7.1179051399,799.1237776835,,
7.1202590466,767.6598075242,,
7.1699001789,733.5062904266,,
7.1701335907,700.6930978894,,
7.1701617241,671.0058928495,,
7.1701922417,644.2914116026,,
7.1730442047,619.0677135931,,
7.2141873837,593.2695617757,,
7.2143254280,564.9619591775,,
7.2143456936,532.8880104664,,
7.2143640518,496.7706828360,,
7.2146513462,457.3488859407,,
7.2594971657,416.1835418296,,
7.2597763538,375.3086806648,,
7.2598106861,336.8202247735,,
7.2598321438,302.4908912883,,
7.2997221947,273.4796071308,,
7.2998962402,250.1766608740,,
7.2999186516,232.1973920639,,
7.2999625206,218.5100892989,,
7.3022360802,207.6608006727,,
7.3437514305,198.0432955848,,
7.3438963890,188.1596461161,,
7.3439168930,176.8253833811,,
7.3465027809,163.2893738646,,
7.3888721466,147.2582353095,,
7.3890485764,128.8344471629,,
7.3890686035,108.3927115004,,
7.3890879154,86.4282435374,,
7.3920779228,63.4127819486,,
7.4522292614,39.6888943025,,
7.4523179531,15.4213482511,,
7.4523360729,-9.3908619105,,
7.4547767639,-34.8526025989,,
7.5051078796,-61.0823334397,,
7.5052583218,-88.1208717237,,
7.5052878857,-115.8665386970,,
7.5053203106,-144.0571948191,,
7.5053498745,-172.3061364565,,
7.5053780079,-200.1814670125,,
7.5595345497,-227.3037450201,,
7.5596418381,-253.4313609546,,
7.5596659184,-278.5090601719,,
7.559766531,-302.6675787988,,
7.5598022938,-326.1752988252,,
7.6023104191,-349.3532232335,,
7.6024777889,-372.4721086986,,
7.6024980545,-395.6552792777,,
7.6025164127,-418.8119582732,,
7.6025331020,-441.6229909696,,
7.6055967808,-463.5931016471,,
7.6459462643,-484.1717664545,,
7.6460857391,-502.9293226719,,
7.6461048126,-519.7573576085,,
7.6461238861,-535.0448869417,,
7.6874804497,-549.7682613093,,
7.6876373291,-565.4299312944,,
7.6876590252,-583.7978448099,,
7.6877093315,-606.4382892577,,
7.6898636818,-634.0952507619,,
7.7296040058,-666.0336096655,,
7.7297980785,-699.5124501276,,
7.7298178673,-729.5704551990,,
7.7320127487,-749.2738759872,,
7.7732105255,-750.4933150494,,
7.7733502388,-725.1487833688,,
7.7733700275,-666.723759221,,
7.7778875828,-571.7418629152,,
7.827634573,-440.8632560059,,
7.8278317451,-279.3110929175,,
7.8278520107,-96.4745217556,,
7.8278706074,95.2781879276,,
7.8791005611,282.3554806947,,
7.8791983128,451.9127921136,,
7.8792161942,593.6404487805,,
7.8792328835,701.0293388247,,
7.8792493343,771.9084742229,,
7.8795826435,808.2177219898,,
7.967592001,815.1376788522,,
7.9677581787,799.8110535414,,
7.9677777290,769.9377965389,,
7.9677948952,732.510828307,,
7.9696135521,692.8960459698,,
8.0241656303,654.3697683320,,
8.0243349075,618.1282615261,,
8.0243537426,583.6945531319,,
8.0243713856,549.5819391890,,
8.0243868828,514.0419911514,,
8.0244021416,475.7312814641,,
8.0244171619,434.1704264232,,
8.0244333744,389.9291696294,,
8.0264742374,344.5364622996,,
8.1123712063,300.1695402665,,
8.1125912666,259.2107574068,,
8.1126170158,223.7736834603,,
8.1126389503,195.2945935215,,
8.1126606464,174.2661580852,,
8.1650500298,160.1593450752,,
8.1651945114,151.5401760023,,
8.1652154922,146.3469189065,,
8.1652333736,142.2612094235,,
8.1652495861,137.0919822251,,
8.1652665138,129.0953756834,,
8.1652824879,117.1735114955,,
8.1652987003,100.9261062065,,
8.1653139591,80.5651056631,,
8.2538104057,56.7336081289,,
8.2539615631,30.2862595683,,
8.2539837360,2.0865312543,,
8.2540028095,-27.138320986,,
8.2540206909,-56.8650286856,,
8.2563900948,-86.7680992595,,
8.3025906086,-116.6621713011,,
8.3027839661,-146.4258644921,,
8.302806139,-175.939136422,,
8.3028240204,-205.0554959455,,
8.3028409481,-233.6139974749,,
8.3028581142,-261.4787342241,,
8.3028743267,-288.5809567355,,
8.3028912544,-314.9357690484,,
8.3573708534,-340.6141480531,,
8.3575086594,-365.6701949168,,
8.3575692177,-390.0460906742,,
8.3575937748,-413.4932289985,,
8.3576169014,-435.5505240741,,
8.4131662846,-455.6092991056,,
8.4133496284,-473.0712216287,,
8.4133770466,-487.5749376609,,
8.4134006500,-499.2345308020,,
8.4134240150,-508.8092184447,,
8.4149663448,-517.7200267211,,
8.4779179096,-527.8516017636,,
8.4780898094,-541.1240498770,,
8.4781160355,-558.8823313926,,
8.4781394005,-581.2157524706,,
8.4781606197,-606.3702033943,,
8.4820420742,-630.4333334673,,
8.4821448326,-647.4452913032,,
8.4821791649,-650.0127418187,,
8.4822103977,-630.3926885472,,
8.4822409153,-581.8885177443,,
8.4822709560,-500.2946495678,,
8.5830044746,-385.0712432011,,
8.6784267426,-239.9526066912,,
8.6786131859,-72.7982927193,,
8.6786382198,105.3376239264,,
8.6786611080,281.7597040954,,
8.6787102222,443.9970636441,,
8.6787323952,581.5991108336,,
8.6787521839,687.5036377856,,
8.6787724495,758.7338324898,,
8.6787919998,796.3450366427,,
8.678812027,804.7077387466,,
8.6811418533,790.3392731719,,
8.6812238693,760.5596313423,,
8.681255579,722.2431291707,,
8.6812860966,680.8797269067,,
8.6813154221,640.0684600819,,
8.6813442707,601.4636556779,,
8.6813745499,565.1032760672,,
8.6814048290,529.9843722142,,
8.6814332008,494.7231137071,,
8.7467381954,458.1469369760,,
8.8264212608,419.7062482203,,
8.8265709877,379.6504067717,,
8.8265972137,338.9726540348,,
8.8266210556,299.1765745755,,
8.8266427517,261.9435670528,,
8.8266637325,228.7860691483,,
8.8287246227,200.7592301485,,
8.8968505859,178.2799953376,,
8.8970301151,161.0736694727,,
8.8970556259,148.2409942393,,
8.8970797062,138.4192292941,,
8.8971016407,130.0005310311,,
8.8971235752,121.3680797748,,
8.8971443176,111.1120477113,,
8.9012675285,98.1925888078,,
8.9912009239,82.0261698747,,
8.9913494587,62.4852463357,,
8.9913754463,39.8185744563,,
8.9913988113,14.5173436656,,
8.9914205074,-12.8344367536,,
8.9914429188,-41.6842659205,,
8.9935014248,-71.5801653352,,
9.0700519085,-102.1759028483,,
9.0702006817,-133.1878605741,,
9.0702264309,-164.3352961027,,
9.0702486038,-195.2974638274,,
9.0702698231,-225.7085042637,,
9.0702912807,-255.1917820807,,
9.0703117847,-283.4190146472,,
9.0703318119,-310.1716800278,,
9.0703520775,-335.3826516464,,
9.0748856068,-359.1417625721,,
9.0750284195,-381.6581297561,,
9.0750677586,-403.1839224996,,
9.0750961304,-423.9167261321,,
9.0751247406,-443.9066905916,,
9.0751535892,-462.9970103342,,
9.0752809048,-480.8211125657,,
9.0753178596,-496.8682021707,,
9.1395120621,-510.6129509726,,
9.199226141,-521.6887909799,,
9.1994495392,-530.0709995757,,
9.1994774342,-536.2273573727,,
9.1995000839,-541.1909141403,,
9.1995232105,-546.5128544551,,
9.1995463371,-554.0671759552,,
9.2055237293,-565.7033363061,,
9.2055902481,-582.7730978899,,
9.2056090832,-605.5891645535,,
9.2056269646,-632.9051867473,,
9.2056441307,-661.5357341915,,
9.2059428692,-686.2499883698,,
9.3399586678,-700.0586709823,,
9.3401935101,-694.956742076,,
9.3402297497,-663.0846017697,,
9.3402612209,-598.1490527209,,
9.3402915001,-496.8382104729,,
9.3403217793,-359.9089508919,,
9.3458447456,-192.6492838164,,
9.4143664837,-4.5309120604,,
9.4144968987,191.9498826717,,
9.4145374298,383.0414055314,,
9.4145724773,555.7546568721,,
9.4146056175,699.7072459981,,
9.4146392345,808.4242262721,,
9.4146735668,879.8740404867,,
9.4204802513,916.2054064608,,
9.4724845886,922.8236133794,,
9.4726204872,907.0625280302,,
9.4726388454,876.7531219746,,
9.4726572037,838.9631907716,,
9.4726743698,799.1064320777,,
9.4727134705,760.5192558400,,
9.4763410091,724.5032207631,,
9.5273957253,690.7455502705,,
9.5276062489,657.971365479,,
9.5276353359,624.656948661,,
9.5276610851,589.6455274851,,
9.5277323723,552.5501180584,,
9.5301501751,513.8891802617,,
9.5889458656,474.9644365487,,
9.5890846252,437.542736492,,
9.5891101360,403.4370681454,,
9.5891327858,374.0923275041,,
9.5935337543,350.2696978813,,
9.6565036774,331.8934671062,,
9.6566522121,318.0831501103,,
9.6567065716,307.3511602227,,
9.6567308903,297.9110258600,,
9.6567518711,288.0205431907,,
9.6567742825,276.2822423323,,
9.7193651199,261.8388949724,,
9.7196216583,244.4291611096,,
9.7196667194,224.3022031879,,
9.7197649479,202.0247557589,,
9.7197976112,178.2417450958,,
9.7198390961,153.4623591312,,
9.7241742611,127.9316229618,,
9.7903347015,101.6159464559,,
9.7905809879,74.2913322672,,
9.7906169891,45.6902992115,,
9.7906479836,15.6502181505,,
9.7906963825,-15.7853021455,,
9.7907307148,-48.3364873134,,
9.8457820415,-81.5271370705,,
9.8459267616,-114.7733090211,,
9.8459603786,-147.4924598701,,
9.8459899426,-179.2067508421,,
9.8460309505,-209.6217353323,,
9.8460586071,-238.6689741131,,
9.8460855484,-266.5057742719,,
9.8481926918,-293.4692902122,,
9.8482730389,-319.9892996689,,
9.8483045101,-346.4743608269,,
9.8483347893,-373.1951112543,,
9.8483636379,-400.190909954,,
9.9342312813,-427.2212247003,,
9.9968070984,-453.7747072625,,
9.9969890118,-479.140079943,,
9.9970183372,-502.5345793942,,
9.9970433712,-523.2770856997,,
9.9970698357,-540.9833158545,,
9.997096777,-555.7492459143,,
9.9971222878,-568.2775267708,,
9.9971449375,-579.8942344442,,
10.0023157597,-592.4067654909,,
10.0617878437,-607.7743135026,,
10.0619375706,-627.6012812190,,
10.0619666576,-652.5162296052,,
10.0619950294,-681.5541702629,,
10.0620214939,-711.7015768324,,
10.0641918182,-737.771495446,,
10.1312544346,-752.7368613105,,
10.1316065788,-748.5638122792,,
10.1316626072,-717.4679489206,,
10.1317553520,-653.3916838656,,
10.1318039894,-553.4057917649,,
10.131875515,-418.7090178671,,
10.2041184902,-254.9568792474,,
10.2047111988,-71.7879824706,,
10.2048170567,118.4006702263,,
10.2048459053,302.1998657469,,
10.2048733234,467.1055718788,,
10.2048993111,603.2278504535,,
10.2049245834,704.4761274321,,
10.2103395462,769.0376620534,,
10.2637929916,799.1246567484,,
10.2639508247,800.1103657618,,
10.2639737129,779.2764566867,,
10.2639946938,744.4388966860,,
10.2640144825,702.7080963605,,
10.2640342712,659.5815427216,,
10.2642886639,618.4807851614,,
10.3365535736,580.7487848311,,
10.3367848396,546.0361402013,,
10.3368086815,512.9401237876,,
10.336830616,479.7288311159,,
10.3368499279,444.9877913567,,
10.3430883884,408.0647233007,,
10.3955049515,369.2491356713,,
10.3957231045,329.6906428665,,
10.3957538605,291.1157014884,,
10.3957774639,255.4352658188,,
10.3958008289,224.3429823310,,
10.3958220482,198.989445498,,
10.4003362656,179.7900801812,,
10.4534471035,166.3900106622,,
10.4536037445,157.7755901889,,
10.4536311626,152.4940058231,,
10.4536561966,148.9230875901,,
10.4537041187,145.5273174656,,
10.4582722187,141.0464485989,,
10.5102863312,134.5875419226,,
10.5105311871,125.6201540413,,
10.5105624199,113.8978687383,,
10.5105893612,99.3425056088,,
10.5106143951,81.9300067518,,
10.5149414539,61.6109006521,,
10.5633544922,38.2856308275,,
10.5635511875,11.838395013,,
10.5635740757,-17.7846096921,,
10.5635955334,-50.4810010780,,
10.563615799,-85.9159273144,,
10.6154770851,-123.4916249977,,
10.6156868935,-162.3775947475,,
10.6157193184,-201.6016453531,,
10.6157460213,-240.1882073342,,
10.6157710552,-277.3167499819,,
10.6190409660,-312.4620917088,,
10.667812109,-345.475450286,,
10.6679656506,-376.5751652602,,
10.6679890156,-406.2392009176,,
10.6680116653,-435.0217785194,,
10.6684207916,-463.3439442466,,
10.712376833,-491.3226852891,,
10.7126102448,-518.6985699475,,
10.7126402855,-544.8964657714,,
10.7126672268,-569.2137369727,,
10.7127158642,-591.0882071953,,
10.7148110867,-610.3680922658,,
10.7148892879,-627.4962532510,,
10.714912653,-643.5322239062,,
10.7149343491,-659.964872524,,
10.7694437504,-678.3126860564,,
10.8203544617,-699.5615100783,,
10.8205370903,-723.5421038921,,
10.8205604553,-748.3911019393,,
10.820581913,-770.2564526513,,
10.8225564957,-783.3900189214,,
10.8646247387,-780.7088900037,,
10.8648321629,-754.8070630671,,
10.8648550510,-699.2791725806,,
10.8648767471,-610.1100391379,,
10.8648982048,-486.8247966637,,
10.8688175678,-333.1114142563,,
10.8689312935,-156.7247958942,,
10.8689608574,31.3633706949,,
10.8689877987,218.4330672403,,
10.9222452641,391.8231919112,,
10.9665493965,540.7205965729,,
10.9667472839,657.582833696,,
10.9667718410,738.9367903474,,
10.9667928219,785.4391259738,,
10.966814518,801.2432742538,,
10.9689424038,792.8546704295,,
10.9690172672,767.7427891378,,
10.9690403938,733.0014391592,,
10.9690611362,694.3086215474,,
10.9690804482,655.3479485018,,
11.0739078522,617.7384605686,,
11.0740640163,581.4066787535,,
11.0740866661,545.2489490959,,
11.0741066933,507.8892308306,,
11.0741271973,468.3424115628,,
11.1243240833,426.441442585,,
11.1245641708,382.9638114176,,
11.1245961189,339.4763906346,,
11.1246228218,297.9833182747,,
11.1246483326,260.493551263,,
11.1267826557,228.6213398055,,
11.179058075,203.3037133521,,
11.1792554855,184.6778388799,,
11.1792824268,172.1197259323,,
11.1793036461,164.4124936432,,
11.1849522591,159.9921414222,,
11.2364335060,157.2130282644,,
11.2365751266,154.582225438,,
11.2366030216,150.9268425789,,
11.2366271019,145.4756494432,,
11.236656189,137.8522661522,,
11.2399332523,127.9919897337,,
11.2846310139,116.0089441557,,
11.2848353386,102.0521690059,,
11.2848572731,86.1927877183,,
11.2848787308,68.3753981537,,
11.2849984169,48.4461359721,,
11.3405714035,26.2435479297,,
11.3408038616,1.7164142394,,
11.3408277035,-24.9757816893,,
11.3408498764,-53.4163826448,,
11.3432354927,-82.9568718498,,
11.3433074951,-112.8093003397,,
11.3843705654,-142.1818259539,,
11.3845303059,-170.4219345839,,
11.3845546246,-197.1302606934,,
11.3845770359,-222.215241716,,
11.4339232445,-245.8734449523,,
11.4341304302,-268.4998242857,,
11.4341545105,-290.5514542387,,
11.4341759682,-312.4007396761,,
11.4389750957,-334.2152201399,,
11.4847574234,-355.8916547144,,
11.4849483967,-377.0569392189,,
11.4849734306,-397.1328689185,,
11.4849944115,-415.4495606666,,
11.4894566536,-431.3859659058,,
11.5356209278,-444.5159310408,,
11.5358133316,-454.7417213436,,
11.5358388424,-462.3988787473,,
11.5358598232,-468.3140855127,,
11.5404973030,-473.7924677463,,
11.5867106915,-480.5063464480,,
11.5869076252,-490.2597232086,,
11.586933136,-504.6178689525,,
11.5869550705,-524.4222746279,,
11.5874261856,-549.2550367031,,
11.6270465851,-576.9630982856,,
11.6272356510,-603.3847956829,,
11.6272611618,-622.4206895920,,
11.6272830963,-626.5457782037,,
11.6273040771,-607.7716565566,,
11.6699743271,-558.9510005669,,
11.6701326370,-475.2025235826,,
11.6701555252,-355.1591158919,,
11.6701755524,-201.7370525621,,
11.7024261951,-22.2022036173,,
11.7026216984,172.5450217655,,
11.7026464939,369.3685216177,,
11.7026686668,554.7232542683,,
11.7471542358,716.5557203647,,
11.7474398613,845.9117809449,,
11.7474691868,937.9595988915,,
11.7494845390,992.2714620124,,
11.7871599197,1012.3676940744,,
11.7873337269,1004.6704384239,,
11.7873616219,977.115729827,,
11.7873847485,937.7129956732,,
11.8295242786,893.3195153825,,
11.8297662735,848.8239970443,,
11.8297979832,806.8296035792,,
11.829826355,767.8181116628,,
11.8587479591,730.6858912304,,
11.8589365482,693.4847472114,,
11.8589611053,654.1844668053,,
11.8589830399,611.2981959564,,
11.8610904217,564.2661618834,,
11.861168623,513.5617011610,,
11.8611912727,460.5493442395,,
11.9349081516,407.1735994949,,
11.9351062775,355.5794626681,,
11.9351308346,307.7591182558,,
11.9351522923,265.2900213217,,
11.987323761,229.1907034768,,
11.9874942303,199.8865876436,,
11.9875206947,177.2576715141,,
11.9897847176,160.7342662126,,
12.0217769146,149.4123102191,,
12.0219717026,142.1706620467,,
12.0220043659,137.7834309893,,
12.0220310688,135.0261266520,,
12.0220572948,132.773137597,,
12.0600969791,130.077534925,,
12.0602974892,126.2181574404,,
12.0603201389,120.7000076734,,
12.0607988834,113.2043033202,,
12.0872702599,103.5000517364,,
12.0874533653,91.3432354956,,
12.0874805450,76.3968979070,,
12.0901529789,58.2018288007,,
12.0902309418,36.2132201988,,
12.09025383,9.8981785688,,
12.1732242107,-21.1307733142,,
12.1734163761,-56.9832164504,,
12.1734385490,-97.3961026403,,
12.1734597683,-141.7011803009,,
12.1789617538,-188.8608615146,,
12.2258532047,-237.5622102082,,
12.2263877392,-286.3476096594,,
12.2264578342,-333.7565766404,,
12.2310366631,-378.4575582478,,
12.2757349014,-419.3604963844,,
12.2758915424,-455.7144716229,,
12.2759149075,-487.2012397436,,
12.2759354115,-514.0295458214,,
12.2759552002,-537.0181818334,,
12.3274035454,-557.6351331158,,
12.3275973797,-577.9449411258,,
12.3276216984,-600.4145054202,,
12.3276438713,-627.5446124655,,
12.3276638985,-661.3322633200,,
12.3692317009,-702.6227602549,,
12.3694245815,-750.4684016393,,
12.3694489002,-801.6547774468,,
12.3694696426,-850.5676084721,,
12.3694901466,-889.5392529793,,
12.424725771,-909.7294761105,,
12.4248659611,-902.467577267,,
12.4248900414,-860.8388462464,,
12.4249114990,-781.1832774282,,
12.4291746616,-664.1399277343,,
12.4727363586,-514.9478166034,,
12.4729199409,-342.8921388227,,
12.4729509354,-160.0040101038,,
12.4729788303,20.6967046086,,
12.4730031490,187.0404482013,,
12.5253379345,329.2743677781,,
12.5255784988,441.0997671356,,
12.5256099701,520.0597979848,,
12.5256381035,567.2931700162,,
12.5303244591,586.7803880781,,
12.5791521072,584.2780149418,,
12.5793302059,566.1605586667,,
12.5793571472,538.3750681739,,
12.5793809891,505.6694073587,,
12.5794041157,471.1898417073,,
12.6271102428,436.4664197835,,
12.6273021698,401.7283157690,,
12.6273281574,366.4306814505,,
12.6273770332,329.8426864465,,
12.6273999214,291.5501852168,,
12.6791322231,251.7642518367,,
12.6793122292,211.3883627606,,
12.6793348789,171.8648278950,,
12.6793544292,134.8755314456,,
12.6793735027,101.9986365058,,
12.7266082764,74.4171515315,,
12.7268059254,52.7431609959,,
12.7268314362,36.9770339012,,
12.7268538475,26.5806165275,,
12.7268755436,20.6194427086,,
12.7732584476,17.9248887469,,
12.7734510899,17.2390219056,,
12.7734749317,17.3245415955,,
12.7734954357,17.0402523954,,
12.7735152245,15.3918375856,,
12.816100359,11.5673757296,,
12.8162667751,4.9619541058,,
12.8162934780,-4.8081283855,,
12.8163149357,-17.9012629136,,
12.8168091774,-34.2551127278,,
12.8562321663,-53.5999510301,,
12.8563828468,-75.4848184514,,
12.8564062119,-99.3220819165,,
12.8564276695,-124.451538781,,
12.8582553864,-150.217218914,,
12.8583304882,-176.0434360127,,
12.8583533764,-201.4943417957,,
12.8583741188,-226.3038409243,,
12.9454548359,-250.3692063528,,
12.9456472397,-273.7094803986,,
12.9456725121,-296.396560563,,
12.9457828999,-318.4730078118,,
12.9878356457,-339.8766989281,,
12.9880127907,-360.3962402202,,
12.9880354404,-379.6786453558,,
12.9880557060,-397.3004243037,,
12.9880759716,-412.8969856649,,
12.9914665222,-426.3273193103,,
12.9915513992,-437.8349620187,,
12.9915766716,-448.1547152664,,
12.9916028976,-458.5109505455,,
13.0411727428,-470.4628204334,,
13.0759627819,-485.5777072687,,
13.0761163235,-504.9548667550,,
13.0761401653,-528.6692279130,,
13.0761606693,-555.2498851569,,
13.1232795715,-581.3364375652,,
13.1234531403,-601.6566478072,,
13.1234753132,-609.4306332540,,
13.1234958172,-597.2257080809,,
13.1604466438,-558.1715096546,,
13.1606407166,-487.3260315414,,
13.1606705189,-382.9014509452,,
13.1607191563,-247.0500172071,,
13.1607432365,-85.9868578470,,
13.1625745296,90.6289010871,,
13.1627106667,270.9610413281,,
13.1627347469,442.666499217,,
13.2094986439,594.6355679481,,
13.2541842461,718.4630855922,,
13.2545166016,809.3850421131,,
13.2545573711,866.5426473834,,
13.2545781136,892.5830107913,,
13.3018350601,892.737975059,,
13.3019974232,873.6127252604,,
13.3020203114,841.9469623573,,
13.3020403385,803.5823715526,,
13.3020601273,762.7953508186,,
13.3444874287,722.0576628129,,
13.3446648121,682.1941221571,,
13.3447210789,642.8335052395,,
13.3447442055,603.0067164043,,
13.3469569683,561.7387359298,,
13.3863649368,518.5063473498,,
13.3866081238,473.4838983974,,
13.3866424561,427.5600988234,,
13.3866693974,382.1639338430,,
13.4315917492,338.9741871300,,
13.4317958355,299.5981777045,,
13.4318253994,265.2929360622,,
13.4318470955,236.7758242177,,
13.4742574692,214.1432415587,,
13.4744167328,196.8931550409,,
13.4744441509,184.0321661952,,
13.4744672775,174.2398154978,,
13.4762480259,166.0597438307,,
13.5107052326,158.0878237436,,
13.5108866692,149.1310538560,,
13.5109155178,138.3173760541,,
13.5109951496,125.1451058263,,
13.5147786140,109.4709305632,,
13.5148603916,91.4459528612,,
13.5148887634,71.4176017337,,
13.5530412197,49.8196069958,,
13.5868034363,27.0720355857,,
13.5869836807,3.5086735475,,
13.5870084763,-20.6594835175,,
13.5894076824,-45.3459342920,,
13.5894825459,-70.5647400271,,
13.5895056725,-96.3930332422,,
13.5895266533,-122.930404866,,
13.6839745045,-150.2617685942,,
13.6841318607,-178.4261980468,,
13.6841566563,-207.3911987747,,
13.6841804981,-237.0307626303,,
13.6842024326,-267.1060538418,,
13.7285592556,-297.2491075768,,
13.7287817001,-326.9531547499,,
13.7288074493,-355.5789292661,,
13.7288293839,-382.3925880569,,
13.7288503647,-406.6521778565,,
13.777790308,-427.7503724422,,
13.777985096,-445.4010930094,,
13.7780089378,-459.8326316939,,
13.7780299187,-471.9284146475,,
13.778387785,-483.2460978541,,
13.8206260204,-495.853511445,,
13.8208007812,-511.9514775257,,
13.8208305836,-533.3066511778,,
13.8208534718,-560.5802760009,,
13.8230288029,-592.6937069984,,
13.8231303692,-626.4019128158,,
13.8231544495,-656.2387598589,,
13.8231761456,-674.9452556158,,
13.8731751442,-674.3961668242,,
13.9168190956,-646.9173376096,,
13.917198658,-586.7654615844,,
13.9172439575,-491.4616631615,,
13.9172661304,-362.6629851974,,
13.9231579304,-206.3349181527,,
13.9752466679,-32.1378387152,,
13.9754438400,147.8792496404,,
13.9754695892,321.0231176269,,
13.9754927158,475.7871389651,,
13.9813389778,603.4085612893,,
14.0457739830,698.8696216545,,
14.0459778309,761.1952945736,,
14.0460083485,793.0550298313,,
14.0460350513,799.8128002714,,
14.046061039,788.2616607731,,
14.0513885021,765.3113431622,,
14.1053142548,736.8714646306,,
14.1055090427,707.1042057706,,
14.1055371761,678.1301744999,,
14.1055574417,650.178027637,,
14.1055767536,622.086221531,,
14.1055948734,592.0070423153,,
14.1102714539,558.1403756222,,
14.1582291126,519.3410312310,,
14.1584584713,475.4908835575,,
14.1585037708,427.5905894550,,
14.1585242748,377.5891526073,,
14.158544302,328.0196303376,,
14.2254602909,281.5376644853,,
14.2256653309,240.4648162062,,
14.225730896,206.4243518355,,
14.225758791,180.1285753799,,
14.2257840633,161.3403281021,,
14.2285864353,148.9943320686,,
14.2904372215,141.4344126123,,
14.290648222,136.7061659989,,
14.2907202244,132.8434500328,,
14.2907521725,128.0992110144,,
14.2907786369,121.0919352553,,
14.2908039093,110.862510405,,
14.3538033962,96.8563108209,,
14.353962183,78.8573468498,,
14.3539910316,56.9042362876,,
14.3540184498,31.2128493132,,
14.3540451527,2.1198731822,,
14.3540871143,-29.9512674759,,
14.3546113968,-64.510988161,,
14.4064564705,-101.0236283274,,
14.4066443443,-138.9373880685,,
14.4066739082,-177.7266229072,,
14.4067330360,-216.938670519,,
14.4067602158,-256.2288163732,,
14.4067854881,-295.3658890029,,
14.4092481136,-334.1998926697,,
14.4093363285,-372.5977548026,,
14.4093661308,-410.3663804644,,
14.4093940258,-447.1894870512,,
14.4094200134,-482.6051319128,,
14.5250182152,-516.0439535474,,
14.525223732,-546.9340717382,,
14.5252683163,-574.8596733464,,
14.5253045559,-599.7401838091,,
14.5253388882,-621.9791284996,,
14.5253717899,-642.5213169586,,
14.5254051685,-662.7611508656,,
14.5961709023,-684.2689273824,,
14.5963401794,-708.3442715264,,
14.5963695049,-735.4583071979,,
14.5963954926,-764.6976079065,,
14.5964343548,-793.3590987499,,
14.6680402756,-816.8495929746,,
14.6682479382,-829.0041430459,,
14.6682786942,-822.8533868093,,
14.6683077812,-791.756747412,,
14.6683347225,-730.7039650456,,
14.6683607101,-637.5071962772,,
14.6683855057,-513.5930730095,,
14.6743142605,-364.1758367192,,
14.7428767681,-197.7352624548,,
14.7430453300,-24.8917880578,,
14.7430775166,143.0888630524,,
14.7431042194,295.8569595272,,
14.7431302071,425.3072712497,,
14.7431559563,526.4476591427,,
14.7481882572,597.6923691465,,
14.8123214245,640.5878728415,,
14.8124306202,659.0870359718,,
14.8124620914,658.5591078215,,
14.8124916553,644.7474028638,,
14.8125193119,622.8650277136,,
14.8125476837,596.9637294049,,
14.8125743866,569.6392715904,,
14.8675534725,542.0654492174,,
14.8677895069,514.2902612801,,
14.8678133488,485.6894233366,,
14.8678352833,455.4586069977,,
14.8678553104,423.0369656066,,
14.8678767681,388.3854615684,,
14.8678956032,352.0850607838,,
14.9150590897,315.2623381028,,
14.9152176380,279.3849415896,,
14.9152407646,245.9902942971,,
14.9152626991,216.4150803727,,
14.9152834415,191.5817938771,,
14.9174392223,171.8768301892,,
14.9668483734,157.129192291,,
14.9670088291,146.6762129767,,
14.9670350552,139.4876008365,,
14.9670622349,134.3150526162,,
15.0132114887,129.8410675817,,
15.0134024620,124.8111796588,,
15.0134265423,118.1416449793,,
15.0134487152,108.9982046487,,
15.013471365,96.8436839101,,
15.0643396378,81.4546855695,,
15.0645415783,62.9096772771,,
15.0645678043,41.5513180098,,
15.0645885468,17.9257882783,,
15.0646078587,-7.2967569591,,
15.1160743237,-33.4132443876,,
15.1162316799,-59.7795920717,,
15.1162538528,-85.8911579132,,
15.1162748337,-111.439635234,,
15.1162953377,-136.3363973209,,
15.161598444,-160.6962294153,,
15.1617722511,-184.7811420193,,
15.1617980003,-208.9120552777,,
15.1618201733,-233.365774906,,
15.1618399620,-258.2814855549,,
15.2116243839,-283.5999309667,,
15.2118186951,-309.0491226381,,
15.2118434906,-334.178034103,,
15.2118651867,-358.4310328771,,
15.2118844986,-381.2534036454,,
15.2548069954,-402.2183045978,,
15.2549636364,-421.1614921321,,
15.2549867630,-438.3000981611,,
15.2550075054,-454.2998716384,,
15.2550270557,-470.2485575063,,
15.2937457561,-487.4975717249,,
15.2939147949,-507.353767299,,
15.2939391136,-530.6385756762,,
15.293961525,-557.1782703386,,
15.3363800049,-585.3345840517,,
15.3365631104,-611.7132401533,,
