timestamp,Red,IR
1759858112.0590591,48289.0,61284.0
1759858112.1386867,48284.0,61285.0
1759858112.2197595,48301.0,61277.0
1759858112.305617,48276.0,61296.0
1759858112.39798,48259.0,61300.0
1759858112.458006,48253.0,61263.0
1759858112.5386586,48258.0,61226.0
1759858112.6182537,48259.0,61259.0
1759858112.698212,48238.0,61285.0
1759858112.7781656,48217.0,61297.0
1759858112.858232,48229.0,61282.0
1759858112.9382524,48226.0,61281.0
1759858113.0181808,48246.0,61284.0
1759858113.09737,48231.0,61307.0
1759858113.177184,48201.0,61308.0
1759858113.2572458,48206.0,61227.0
1759858113.337247,48208.0,61264.0
1759858113.4173155,48220.0,61292.0
1759858113.4969826,48208.0,61318.0
1759858113.5773025,48190.0,61338.0
1759858113.6592524,48189.0,61324.0
1759858113.7478766,48197.0,61322.0
1759858113.8183818,48230.0,61327.0
1759858113.8959737,48198.0,61352.0
1759858113.976171,48157.0,61327.0
1759858114.0561085,48162.0,61262.0
1759858114.1362872,48165.0,61299.0
1759858114.2158282,48183.0,61320.0
1759858114.2961402,48159.0,61326.0
1759858114.3761675,48148.0,61343.0
1759858114.4560425,48153.0,61327.0
1759858114.5359657,48154.0,61321.0
1759858114.6160815,48174.0,61336.0
1759858114.7033958,48158.0,61355.0
1759858114.7765987,48127.0,61357.0
1759858114.8623037,48122.0,61302.0
1759858114.9357333,48126.0,61308.0
1759858115.015208,48136.0,61313.0
1759858115.095332,48125.0,61335.0
1759858115.17537,48102.0,61371.0
1759858115.255185,48115.0,61348.0
1759858115.3350108,48113.0,61326.0
1759858115.41528,48129.0,61336.0
1759858115.494248,48122.0,61345.0
1759858115.5739172,48100.0,61341.0
1759858115.6541975,48073.0,61310.0
1759858115.7508647,48079.0,61312.0
1759858115.814962,48105.0,61334.0
1759858115.8946607,48087.0,61338.0
1759858115.9742303,48060.0,61363.0
1759858116.0543513,48064.0,61352.0
1759858116.13407,48071.0,61335.0
1759858116.2143126,48089.0,61349.0
1759858116.2930908,48074.0,61356.0
1759858116.3731546,48041.0,61341.0
1759858116.4530225,48049.0,61336.0
1759858116.5330708,48066.0,61359.0
1759858116.6156232,48085.0,61363.0
1759858116.6931076,48060.0,61373.0
1759858116.7745306,48031.0,61395.0
1759858116.853483,48035.0,61382.0
1759858116.9384968,48047.0,61379.0
1759858117.0160155,48062.0,61380.0
1759858117.1033392,48046.0,61395.0
1759858117.175146,48020.0,61391.0
1759858117.2520695,48034.0,61383.0
1759858117.332254,48038.0,61382.0
1759858117.412392,48045.0,61383.0
1759858117.4923997,48022.0,61382.0
1759858117.572403,48008.0,61398.0
1759858117.6521273,48004.0,61385.0
1759858117.7323143,48013.0,61373.0
1759858117.8122988,48036.0,61382.0
1759858117.8913872,48008.0,61397.0
1759858117.9715889,47983.0,61377.0
1759858118.0531194,47983.0,61382.0
1759858118.1324584,48004.0,61396.0
1759858118.212897,48019.0,61407.0
1759858118.2913473,47998.0,61417.0
1759858118.3710487,47974.0,61430.0
1759858118.4512854,47974.0,61403.0
1759858118.5314732,47986.0,61387.0
1759858118.6111112,47999.0,61395.0
1759858118.6901803,47982.0,61417.0
1759858118.7701643,47967.0,61422.0
1759858118.8502774,47965.0,61411.0
1759858118.9300785,47973.0,61404.0
1759858119.0103629,47987.0,61426.0
1759858119.0946026,47971.0,61433.0
1759858119.1729145,47948.0,61460.0
1759858119.2638974,47955.0,61452.0
1759858119.3316023,47966.0,61424.0
1759858119.4103758,47981.0,61424.0
1759858119.4895318,47962.0,61427.0
1759858119.5694602,47925.0,61404.0
1759858119.6494887,47917.0,61381.0
1759858119.7294774,47929.0,61392.0
1759858119.809485,47944.0,61394.0
1759858119.889133,47929.0,61427.0
1759858119.9693754,47908.0,61449.0
1759858120.0494776,47921.0,61445.0
1759858120.1289942,47928.0,61428.0
1759858120.2095191,47958.0,61430.0
1759858120.2911053,47930.0,61444.0
1759858120.3862302,47901.0,61436.0
1759858120.4725602,47898.0,61418.0
1759858120.5282924,47908.0,61411.0
1759858120.6081636,47932.0,61437.0
1759858120.6884172,47910.0,61442.0
1759858120.768217,47888.0,61461.0
1759858120.8483536,47888.0,61457.0
1759858120.9289532,47889.0,61430.0
1759858121.0081685,47900.0,61433.0
1759858121.0874686,47897.0,61438.0
1759858121.1675687,47869.0,61451.0
1759858121.2564714,47869.0,61420.0
1759858121.3277254,47866.0,61411.0
1759858121.4241817,47883.0,61447.0
1759858121.4934428,47889.0,61478.0
1759858121.5673184,47851.0,61505.0
1759858121.647332,47868.0,61482.0
1759858121.7272017,47874.0,61462.0
1759858121.8074806,47898.0,61482.0
1759858121.8865747,47876.0,61494.0
1759858121.966472,47844.0,61472.0
1759858122.046404,47843.0,61445.0
1759858122.126166,47856.0,61455.0
1759858122.2062554,47869.0,61466.0
1759858122.286417,47843.0,61476.0
1759858122.3663402,47821.0,61489.0
1759858122.446465,47828.0,61478.0
1759858122.538848,47832.0,61453.0
1759858122.60862,47843.0,61457.0
1759858122.6936479,47826.0,61471.0
1759858122.7652526,47800.0,61480.0
1759858122.845434,47798.0,61431.0
1759858122.925858,47809.0,61430.0
1759858123.0055046,47831.0,61454.0
1759858123.0855231,47814.0,61460.0
1759858123.1652057,47785.0,61481.0
1759858123.2454643,47793.0,61472.0
1759858123.3258293,47793.0,61456.0
1759858123.40539,47819.0,61454.0
1759858123.484306,47805.0,61473.0
1759858123.5641062,47792.0,61491.0
1759858123.6441011,47783.0,61478.0
1759858123.725429,47786.0,61462.0
1759858123.8044226,47812.0,61482.0
1759858123.8843927,47802.0,61472.0
1759858123.9646008,47782.0,61499.0
1759858124.0442736,47775.0,61497.0
1759858124.124808,47781.0,61459.0
1759858124.204494,47798.0,61473.0
1759858124.2833996,47798.0,61477.0
1759858124.3634105,47778.0,61500.0
1759858124.4431202,47766.0,61493.0
1759858124.523233,47776.0,61481.0
1759858124.6034746,47796.0,61501.0
1759858124.6846638,47791.0,61509.0
1759858124.767472,47759.0,61535.0
1759858124.8437023,47767.0,61521.0
1759858124.9233325,47766.0,61490.0
1759858125.0034363,47777.0,61490.0
1759858125.085835,47773.0,61499.0
1759858125.168394,47753.0,61530.0
1759858125.2534645,47750.0,61505.0
1759858125.3255417,47759.0,61490.0
1759858125.4023128,47780.0,61507.0
1759858125.4822507,47764.0,61521.0
1759858125.5623496,47741.0,61555.0
1759858125.642583,47750.0,61551.0
1759858125.72224,47752.0,61498.0
1759858125.8027315,47764.0,61511.0
1759858125.8814344,47763.0,61529.0
1759858125.9614413,47732.0,61552.0
1759858126.0412846,47724.0,61523.0
1759858126.1222227,47733.0,61515.0
1759858126.201208,47756.0,61542.0
1759858126.2811882,47754.0,61559.0
1759858126.3614237,47727.0,61579.0
1759858126.4416044,47730.0,61568.0
1759858126.5213783,47733.0,61541.0
1759858126.6015422,47751.0,61525.0
1759858126.6799538,47742.0,61538.0
1759858126.7604716,47710.0,61556.0
1759858126.8405318,47713.0,61540.0
1759858126.9205484,47722.0,61525.0
1759858127.000594,47733.0,61524.0
1759858127.080364,47712.0,61522.0
1759858127.1603296,47684.0,61547.0
1759858127.2409503,47700.0,61527.0
1759858127.3203247,47697.0,61489.0
1759858127.4002457,47704.0,61507.0
1759858127.4796607,47700.0,61517.0
1759858127.5596719,47688.0,61527.0
1759858127.6393726,47678.0,61490.0
1759858127.7195017,47677.0,61482.0
1759858127.799392,47683.0,61429.0
1759858127.87956,47648.0,61447.0
1759858127.9595056,47645.0,61495.0
1759858128.0450187,47665.0,61494.0
1759858128.1313396,47685.0,61495.0
1759858128.2044637,47704.0,61493.0
1759858128.2817638,47695.0,61526.0
1759858128.358294,47675.0,61537.0
1759858128.438514,47680.0,61541.0
1759858128.518478,47688.0,61518.0
1759858128.598486,47710.0,61561.0
1759858128.6785467,47712.0,61578.0
1759858128.7581213,47681.0,61584.0
1759858128.8386695,47685.0,61594.0
1759858128.9181879,47690.0,61562.0
1759858128.9987855,47693.0,61557.0
1759858129.0822866,47704.0,61573.0
1759858129.1701286,47697.0,61609.0
1759858129.2375803,47688.0,61592.0
1759858129.3176153,47683.0,61564.0
1759858129.3977497,47715.0,61583.0
1759858129.477467,47703.0,61588.0
1759858129.557331,47657.0,61603.0
1759858129.6376338,47674.0,61584.0
1759858129.7174308,47674.0,61556.0
1759858129.7973926,47696.0,61573.0
1759858129.8765368,47690.0,61636.0
1759858129.9627318,47696.0,61641.0
1759858130.046775,47678.0,61609.0
1759858130.1294165,47683.0,61622.0
1759858130.1965077,47704.0,61612.0
1759858130.276601,47679.0,61578.0
1759858130.3565476,47654.0,61582.0
1759858130.436602,47649.0,61536.0
1759858130.5164654,47642.0,61479.0
1759858130.5966043,47646.0,61482.0
1759858130.675378,47648.0,61500.0
1759858130.7555428,47631.0,61579.0
1759858130.8352437,47650.0,61576.0
1759858130.915437,47644.0,61535.0
1759858130.9956498,47665.0,61573.0
1759858131.0754428,47655.0,61562.0
1759858131.1555114,47622.0,61570.0
1759858131.2356586,47623.0,61577.0
1759858131.315655,47625.0,61543.0
1759858131.3957868,47637.0,61549.0
1759858131.4828033,47643.0,61538.0
1759858131.557335,47621.0,61564.0
1759858131.6344538,47613.0,61560.0
1759858131.714208,47623.0,61554.0
1759858131.7945795,47639.0,61542.0
1759858131.874563,47630.0,61570.0
1759858131.954504,47608.0,61620.0
1759858132.0346243,47631.0,61650.0
1759858132.11456,47640.0,61620.0
1759858132.1943703,47659.0,61646.0
1759858132.2735708,47674.0,61635.0
1759858132.3538773,47640.0,61652.0
1759858132.4335096,47618.0,61618.0
1759858132.5137162,47618.0,61554.0
1759858132.5936394,47622.0,61551.0
1759858132.6734364,47631.0,61591.0
1759858132.753388,47635.0,61668.0
1759858132.8354836,47648.0,61670.0
1759858132.9174757,47656.0,61673.0
1759858132.9933805,47662.0,61671.0
1759858133.0733836,47695.0,61712.0
1759858133.1524825,47669.0,61709.0
1759858133.23249,47631.0,61689.0
1759858133.3125944,47649.0,61672.0
1759858133.392525,47668.0,61679.0
1759858133.4725158,47669.0,61666.0
1759858133.55255,47637.0,61658.0
1759858133.6326547,47631.0,61669.0
1759858133.7127495,47653.0,61705.0
1759858133.7926846,47681.0,61751.0
1759858133.8723814,47723.0,61770.0
1759858133.9514832,47697.0,61794.0
1759858134.0316055,47687.0,61812.0
1759858134.1117356,47706.0,61744.0
1759858134.191636,47706.0,61704.0
1759858134.271461,47721.0,61746.0
1759858134.3515375,47700.0,61767.0
1759858134.4317172,47685.0,61750.0
1759858134.5116825,47690.0,61704.0
1759858134.5916464,47692.0,61715.0
1759858134.6716156,47711.0,61720.0
1759858134.7504218,47692.0,61754.0
1759858134.830565,47684.0,61751.0
1759858134.9265764,47691.0,61734.0
1759858135.0134041,47711.0,61769.0
1759858135.0759473,47724.0,61813.0
1759858135.150783,47722.0,61836.0
1759858135.2303798,47704.0,61835.0
1759858135.3105507,47712.0,61816.0
1759858135.3906717,47727.0,61809.0
1759858135.4707336,47733.0,61822.0
1759858135.5497942,47719.0,61845.0
1759858135.629354,47684.0,61796.0
1759858135.7096136,47691.0,61765.0
1759858135.7896583,47706.0,61797.0
1759858135.870178,47712.0,61791.0
1759858135.9496567,47677.0,61773.0
1759858136.0296564,47652.0,61772.0
1759858136.122828,47667.0,61778.0
1759858136.1929853,47678.0,61762.0
1759858136.269497,47693.0,61787.0
1759858136.348571,47677.0,61812.0
1759858136.4285817,47655.0,61790.0
1759858136.508814,47663.0,61777.0
1759858136.5885646,47668.0,61759.0
1759858136.668709,47664.0,61762.0
1759858136.7486715,47641.0,61756.0
1759858136.828411,47623.0,61772.0
1759858136.9085429,47632.0,61741.0
1759858136.9883544,47636.0,61736.0
1759858137.0682034,47660.0,61749.0
1759858137.1476414,47647.0,61786.0
1759858137.2272608,47627.0,61784.0
1759858137.3077726,47637.0,61759.0
1759858137.3874934,47635.0,61764.0
1759858137.4677289,47664.0,61790.0
1759858137.5509465,47648.0,61786.0
1759858137.6287684,47622.0,61802.0
1759858137.7124343,47634.0,61790.0
1759858137.7874575,47639.0,61758.0
1759858137.867599,47659.0,61762.0
1759858137.9466693,47647.0,61795.0
1759858138.0267324,47635.0,61792.0
1759858138.1068058,47625.0,61755.0
1759858138.1866293,47647.0,61772.0
1759858138.266738,47656.0,61782.0
1759858138.3468063,47650.0,61799.0
1759858138.426672,47614.0,61811.0
1759858138.506608,47635.0,61788.0
1759858138.588628,47634.0,61760.0
1759858138.6711314,47652.0,61782.0
1759858138.7463243,47651.0,61800.0
1759858138.8256087,47617.0,61805.0
1759858138.9056418,47633.0,61779.0
1759858138.9856021,47633.0,61790.0
1759858139.0657175,47658.0,61795.0
1759858139.145486,47635.0,61803.0
1759858139.2257993,47615.0,61801.0
1759858139.3058038,47625.0,61802.0
1759858139.3858373,47627.0,61772.0
1759858139.4656696,47650.0,61790.0
1759858139.5447268,47641.0,61817.0
1759858139.6247973,47617.0,61814.0
1759858139.7048454,47613.0,61787.0
1759858139.7848418,47624.0,61788.0
1759858139.8649678,47637.0,61803.0
1759858139.9448447,47625.0,61814.0
1759858140.0247884,47602.0,61833.0
1759858140.1048253,47614.0,61815.0
1759858140.1848164,47617.0,61779.0
1759858140.2648222,47637.0,61794.0
1759858140.3437893,47626.0,61824.0
1759858140.4237874,47605.0,61828.0
1759858140.5041234,47610.0,61804.0
1759858140.5845106,47612.0,61801.0
1759858140.665527,47625.0,61809.0
1759858140.7433987,47609.0,61834.0
1759858140.823669,47583.0,61848.0
1759858140.9219716,47603.0,61843.0
1759858140.9868743,47611.0,61808.0
1759858141.0708208,47628.0,61819.0
1759858141.1426318,47618.0,61839.0
1759858141.22256,47596.0,61851.0
1759858141.3027186,47595.0,61807.0
1759858141.3827908,47600.0,61814.0
1759858141.4626837,47619.0,61830.0
1759858141.5425897,47596.0,61831.0
1759858141.6224878,47566.0,61855.0
1759858141.702697,47581.0,61839.0
1759858141.782673,47579.0,61812.0
1759858141.862842,47598.0,61822.0
1759858141.9424837,47586.0,61842.0
1759858142.0295227,47560.0,61814.0
1759858142.101508,47557.0,61785.0
1759858142.1815321,47562.0,61817.0
1759858142.261642,47584.0,61822.0
1759858142.3416734,47578.0,61856.0
1759858142.4217014,47548.0,61881.0
1759858142.5018685,47566.0,61882.0
1759858142.5817719,47541.0,61884.0
1759858142.6618378,47583.0,61978.0
1759858142.7408187,47599.0,62087.0
1759858142.820794,47622.0,62155.0
1759858142.9008913,47600.0,62016.0
1759858142.9808218,47618.0,62089.0
1759858143.0608423,47658.0,62114.0
1759858143.1407044,47633.0,62137.0
1759858143.2207446,47624.0,62163.0
1759858143.3004746,47618.0,62128.0
1759858143.3809886,47632.0,62099.0
1759858143.4609559,47646.0,62107.0
1759858143.5398116,47619.0,62103.0
1759858143.619748,47596.0,62101.0
1759858143.6997285,47600.0,62069.0
1759858143.7796352,47611.0,62055.0
1759858143.8805604,47633.0,62068.0
1759858143.9400213,47624.0,62087.0
1759858144.0252974,47596.0,62099.0
1759858144.099519,47607.0,62086.0
1759858144.17969,47614.0,62053.0
1759858144.2597747,47625.0,62051.0
1759858144.3384807,47594.0,62040.0
1759858144.4187822,47573.0,62028.0
1759858144.498797,47563.0,61992.0
1759858144.578603,47587.0,61985.0
1759858144.6586614,47596.0,62010.0
1759858144.7388349,47568.0,62000.0
1759858144.8187318,47546.0,62032.0
1759858144.8986259,47539.0,61845.0
1759858144.9785588,47524.0,61801.0
1759858145.058694,47545.0,61823.0
1759858145.137765,47563.0,61912.0
1759858145.2177377,47533.0,61847.0
1759858145.2978284,47535.0,61837.0
1759858145.3775508,47563.0,61903.0
1759858145.463698,47608.0,61969.0
1759858145.5375307,47613.0,62010.0
1759858145.6188743,47619.0,62040.0
1759858145.6976597,47632.0,62066.0
1759858145.7775972,47640.0,61983.0
1759858145.857815,47626.0,61926.0
1759858145.9366686,47555.0,61827.0
1759858146.0166776,47521.0,61865.0
1759858146.0966048,47558.0,61955.0
1759858146.1767166,47620.0,62062.0
1759858146.256929,47642.0,62102.0
1759858146.336759,47617.0,62057.0
1759858146.416854,47571.0,62002.0
1759858146.4968529,47583.0,61953.0
1759858146.5775504,47551.0,61820.0
1759858146.6557026,47515.0,61725.0
1759858146.7356253,47488.0,61775.0
1759858146.8157597,47519.0,61804.0
1759858146.8957934,47521.0,61791.0
1759858146.975829,47568.0,61929.0
1759858147.055925,47636.0,62007.0
1759858147.1356208,47623.0,62028.0
1759858147.2156425,47621.0,61999.0
1759858147.2958062,47576.0,61889.0
1759858147.375776,47552.0,61816.0
1759858147.4545562,47584.0,61906.0
1759858147.5346806,47580.0,61978.0
1759858147.6147943,47611.0,62035.0
1759858147.6947415,47622.0,61997.0
1759858147.7748377,47658.0,62006.0
1759858147.8547034,47655.0,62060.0
1759858147.9348285,47659.0,62111.0
1759858148.02026,47647.0,62081.0
1759858148.1006844,47633.0,62024.0
1759858148.1776114,47631.0,61946.0
1759858148.256021,47641.0,61917.0
1759858148.3337133,47631.0,61916.0
1759858148.4136999,47606.0,61919.0
1759858148.49367,47630.0,61922.0
1759858148.5742276,47662.0,61980.0
1759858148.6536746,47683.0,62010.0
1759858148.7345102,47687.0,62047.0
1759858148.813641,47668.0,62061.0
1759858148.893692,47675.0,62027.0
1759858148.9755683,47683.0,62018.0
1759858149.055939,47702.0,62037.0
1759858149.1325934,47699.0,62048.0
1759858149.2229404,47679.0,62077.0
1759858149.2926443,47673.0,62048.0
1759858149.3729107,47676.0,62023.0
1759858149.4527993,47692.0,62026.0
1759858149.5324879,47689.0,62024.0
1759858149.6125786,47650.0,62063.0
1759858149.6928425,47674.0,62073.0
1759858149.77264,47685.0,62063.0
1759858149.852735,47704.0,62075.0
1759858149.9318871,47728.0,62110.0
1759858150.0118835,47710.0,62132.0
1759858150.0916066,47691.0,62120.0
1759858150.172469,47695.0,62091.0
1759858150.2516568,47716.0,62074.0
1759858150.3317358,47727.0,62106.0
1759858150.4117494,47707.0,62133.0
1759858150.4916694,47698.0,62167.0
1759858150.5719233,47705.0,62151.0
1759858150.651782,47722.0,62148.0
1759858150.7319605,47735.0,62185.0
1759858150.8109772,47730.0,62229.0
