tiempo_relativo_s,Crudo,Filtrado,Normalizado
3.5905795097351074,-66269.0,3706.667,0.7574
3.613675117492676,-66278.0,3616.4548,0.7564
3.649336099624634,-66308.0,3533.1428,0.7554
3.6552681922912598,-66340.0,3451.8269,0.7544
3.672691583633423,-66395.0,3365.7664,0.7534
3.6796655654907227,-66426.0,3268.9944,0.7523
3.7001726627349854,-66489.0,3159.011,0.751
3.7193901538848877,-66554.0,3037.3499,0.7496
3.741826295852661,-66619.0,2907.7197,0.7481
3.78120756149292,-66681.0,2773.8567,0.7465
3.7895405292510986,-66740.0,2638.8936,0.7449
3.810678482055664,-66785.0,2505.5908,0.7434
3.8331515789031982,-66834.0,2376.625,0.7418
3.850290298461914,-66879.0,2254.3894,0.7404
3.8794708251953125,-66930.0,2140.1633,0.7391
3.880572557449341,-67006.0,2033.3323,0.7378
3.9071848392486572,-67089.0,1930.8652,0.7366
3.9269895553588867,-67183.0,1827.7581,0.7354
3.957469940185547,-67250.0,1719.0861,0.7341
3.962629795074463,-67127.0,1604.5173,0.7328
3.9817700386047363,-66706.0,1496.9381,0.7315
4.015648126602173,-66334.0,1429.8064,0.7307
4.029769420623779,-66044.0,1447.2336,0.731
4.059656858444214,-65934.0,1573.3689,0.7324
4.060577154159546,-65923.0,1785.2502,0.7349
4.089949131011963,-65954.0,2015.1699,0.7376
4.099243402481079,-66028.0,2182.3076,0.7396
4.127601861953735,-66113.0,2230.5593,0.7401
4.1457202434539795,-66189.0,2148.7854,0.7392
4.163914680480957,-66286.0,1966.6326,0.737
4.194713115692139,-66379.0,1733.8303,0.7343
4.197675466537476,-66472.0,1496.6765,0.7315
4.227049827575684,-66538.0,1283.3923,0.729
4.245315313339233,-66572.0,1102.6833,0.7269
4.264017581939697,-66587.0,951.3357,0.7251
4.281761407852173,-66582.0,823.3311,0.7236
4.302709579467773,-66579.0,714.8719,0.7224
4.330623149871826,-66593.0,624.2841,0.7213
4.353158950805664,-66617.0,549.1162,0.7204
4.3622918128967285,-66667.0,483.7805,0.7197
4.383448123931885,-66716.0,419.8341,0.7189
4.411022424697876,-66780.0,348.7054,0.7181
4.429461479187012,-66854.0,264.8305,0.7171
4.445860147476196,-66939.0,167.0014,0.7159
4.457780838012695,-67031.0,57.4622,0.7147
4.501436710357666,-67102.0,-59.733,0.7133
4.510604381561279,-67181.0,-179.7092,0.7119
4.529562473297119,-67270.0,-297.4666,0.7105
4.545506238937378,-67351.0,-409.2507,0.7092
4.557769060134888,-67431.0,-513.6053,0.708
4.589839220046997,-67508.0,-610.886,0.7068
4.617308616638184,-67588.0,-701.9872,0.7058
4.622803449630737,-67671.0,-787.6249,0.7048
4.641354322433472,-67750.0,-868.3551,0.7038
4.674833297729492,-67728.0,-943.8449,0.7029
4.693897008895874,-67274.0,-1006.8334,0.7022
4.712929010391235,-66722.0,-1030.6907,0.7019
4.73149847984314,-66368.0,-968.2039,0.7026
4.73855185508728,-66175.0,-780.8796,0.7048
4.758226633071899,-66092.0,-479.1176,0.7084
4.777360916137695,-66095.0,-131.5669,0.7124
4.797832727432251,-66130.0,166.5751,0.7159
4.830694675445557,-66175.0,339.6447,0.718
4.8528125286102295,-66227.0,361.5941,0.7182
4.871339321136475,-66282.0,257.4661,0.717
4.881787538528442,-66357.0,81.8028,0.7149
4.9011070728302,-66423.0,-109.8044,0.7127
4.932531833648682,-66470.0,-280.6937,0.7107
4.951184272766113,-66482.0,-417.6635,0.7091
4.972758531570435,-66470.0,-523.2812,0.7079
4.978092432022095,-66449.0,-605.0099,0.7069
5.011832237243652,-66421.0,-668.3713,0.7062
5.01723837852478,-66419.0,-716.1005,0.7056
5.036559820175171,-66438.0,-750.9771,0.7052
5.074658155441284,-66473.0,-778.7238,0.7049
5.084126234054565,-66523.0,-808.0493,0.7045
5.119525194168091,-66587.0,-847.8547,0.7041
5.1290130615234375,-66649.0,-903.8653,0.7034
5.148599147796631,-66714.0,-976.6636,0.7025
5.165205955505371,-66773.0,-1061.9038,0.7015
5.190420866012573,-66829.0,-1152.2097,0.7005
5.201003313064575,-66890.0,-1239.9341,0.6995
5.2221739292144775,-66944.0,-1319.6299,0.6985
5.252732276916504,-67001.0,-1389.1415,0.6977
5.262650012969971,-67071.0,-1449.2565,0.697
5.283376932144165,-67159.0,-1502.8767,0.6964
5.296770811080933,-67256.0,-1554.3007,0.6958
5.318454027175903,-67365.0,-1608.2688,0.6951
5.354688405990601,-67463.0,-1668.397,0.6944
5.369410037994385,-67400.0,-1734.2222,0.6937
5.384148120880127,-66942.0,-1793.448,0.693
5.417795419692993,-66489.0,-1811.8165,0.6928
5.42340612411499,-66183.0,-1739.0087,0.6936
5.458053350448608,-66048.0,-1541.7964,0.6959
5.459326982498169,-66034.0,-1239.2413,0.6995
5.4930219650268555,-66065.0,-904.546,0.7034
5.522262811660767,-66139.0,-630.1083,0.7066
5.5230607986450195,-66213.0,-483.0709,0.7083
5.554560661315918,-66281.0,-479.6628,0.7084
5.568166017532349,-66356.0,-588.2051,0.7071
5.598778247833252,-66455.0,-752.4949,0.7052
5.601738691329956,-66530.0,-919.7809,0.7032
5.623714447021484,-66586.0,-1058.4834,0.7016
5.646516561508179,-66610.0,-1159.9133,0.7004
5.659839630126953,-66610.0,-1229.1523,0.6996
5.692881345748901,-66600.0,-1274.47,0.6991
5.698565483093262,-66570.0,-1301.2651,0.6987
5.719101190567017,-66573.0,-1311.5579,0.6986
5.753022193908691,-66587.0,-1307.1149,0.6987
5.777507066726685,-66623.0,-1292.8381,0.6988
5.786914110183716,-66665.0,-1277.2468,0.699
5.811377763748169,-66729.0,-1269.7404,0.6991
5.816699504852295,-66794.0,-1277.0874,0.699
5.836630344390869,-66854.0,-1301.3003,0.6987
5.872553586959839,-66909.0,-1339.3093,0.6983
5.883935928344727,-66975.0,-1384.3843,0.6978
5.918460369110107,-67053.0,-1429.1554,0.6972
5.931819438934326,-67112.0,-1468.8108,0.6968
5.947648525238037,-67159.0,-1501.8667,0.6964
5.967069387435913,-67196.0,-1528.2094,0.6961
6.001903533935547,-67239.0,-1547.0923,0.6959
6.012157440185547,-67275.0,-1557.1794,0.6957
6.017322778701782,-67302.0,-1557.7743,0.6957
6.055543661117554,-67341.0,-1549.4399,0.6958
6.065351247787476,-67376.0,-1533.886,0.696
6.097944974899292,-67301.0,-1512.7382,0.6963
6.099026203155518,-66906.0,-1481.5718,0.6966
6.121035814285278,-66468.0,-1419.7791,0.6974
6.14969277381897,-66148.0,-1291.0769,0.6989
6.15544056892395,-65997.0,-1067.5062,0.7015
6.177968502044678,-65965.0,-760.4392,0.7051
6.196820974349976,-65988.0,-427.6467,0.709
6.234943389892578,-66037.0,-147.6564,0.7123
6.235914468765259,-66106.0,18.7266,0.7142
6.2673659324646,-66178.0,53.4001,0.7146
6.275254011154175,-66264.0,-19.2706,0.7138
6.295701742172241,-66348.0,-151.6405,0.7122
6.319115161895752,-66442.0,-296.4627,0.7105
6.340036392211914,-66504.0,-422.8799,0.709
6.370541095733643,-66536.0,-519.6198,0.7079
6.381572246551514,-66544.0,-588.1911,0.7071
6.400752305984497,-66539.0,-633.7179,0.7066
6.427076816558838,-66547.0,-659.8471,0.7063
6.436560869216919,-66552.0,-668.857,0.7062
6.4558000564575195,-66578.0,-664.0466,0.7062
6.478616952896118,-66630.0,-651.257,0.7064
6.505254745483398,-66674.0,-638.444,0.7065
6.527755260467529,-66743.0,-633.4936,0.7066
6.547623872756958,-66837.0,-641.666,0.7065
6.569987773895264,-66936.0,-664.9221,0.7062
6.580268859863281,-67026.0,-702.5976,0.7058
6.614023208618164,-67120.0,-751.6443,0.7052
6.615113973617554,-67215.0,-806.8766,0.7045
6.635838985443115,-67320.0,-862.3937,0.7039
6.6570353507995605,-67404.0,-913.6039,0.7033
6.686992645263672,-67495.0,-958.001,0.7028
6.696011066436768,-67597.0,-994.726,0.7023
6.72918438911438,-67712.0,-1024.4193,0.702
6.752354860305786,-67819.0,-1049.3923,0.7017
6.762702465057373,-67913.0,-1072.6084,0.7014
6.781330823898315,-67995.0,-1095.45,0.7012
6.809437036514282,-67980.0,-1115.3967,0.7009
6.82563591003418,-67570.0,-1121.4523,0.7008
6.846498250961304,-66917.0,-1084.1271,0.7013
